,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 25/09/2024,"6,79","0,62","0,53","3,94","0,42","R$ 37,10 B","5,37%"
1,30/06/2024,NA,NA,NA,NA,NA,NA,NA
2,31/03/2024,"4,58","0,56","0,44","2,90","0,38","R$ 31,46 B","7,62%"
3,31/12/2023,"4,69","0,72","0,51","3,16","0,47","R$ 36,78 B","7,99%"
4,30/09/2023,"4,55","0,73","0,51","4,00","0,48","R$ 39,39 B","15,08%"
5,30/06/2023,"4,55","0,89","0,57","4,28","0,59","R$ 46,03 B","13,84%"
6,31/03/2023,"3,34","0,80","0,48","3,62","0,52","R$ 41,94 B","15,54%"
7,31/12/2022,"3,66","0,91","0,51","3,75","0,57","R$ 46,81 B","14,52%"
8,30/09/2022,"2,94","0,82","0,47","2,34","0,51","R$ 46,15 B","6,30%"
9,30/06/2022,"2,01","0,69","0,38","1,98","0,42","R$ 37,76 B","17,38%"
10,31/03/2022,"2,39","0,90","0,46","2,88","0,53","R$ 44,88 B","14,14%"
11,31/12/2021,"2,25","0,82","0,45","2,79","0,47","R$ 39,78 B","15,12%"
12,30/09/2021,"2,95","0,93","0,54","5,25","0,51","R$ 44,11 B","7,82%"
13,30/06/2021,"6,31","1,27","0,74","6,31","0,68","R$ 51,38 B","3,10%"
14,31/03/2021,"10,73","1,43","0,97","7,24","0,73","R$ 55,94 B","1,46%"
15,31/12/2020,"16,29","1,25","0,88","6,01","0,61","R$ 43,96 B","1,43%"
16,30/09/2020,"22,26","1,01","0,79","8,63","0,50","R$ 35,99 B","0,38%"
17,30/06/2020,"29,21","0,89","0,72","9,63","0,43","R$ 30,16 B","0,90%"
18,31/03/2020,"17,93","0,60","0,45","5,51","0,29","R$ 19,15 B","2,07%"
19,31/12/2019,"25,54","1,14","0,78","18,72","0,57","R$ 33,67 B","1,57%"
20,30/09/2019,"12,90","0,70","0,47","5,36","0,36","R$ 21,74 B","3,32%"
21,30/06/2019,"9,72","0,73","0,44","9,75","0,38","R$ 21,31 B","3,92%"
22,31/03/2019,"8,92","0,79","0,45","11,36","0,40","R$ 23,50 B","3,75%"
23,31/12/2018,"9,41","0,84","0,47","10,84","0,42","R$ 24,54 B","3,01%"
24,30/09/2018,"42,48","0,86","0,51","8,85","0,41","R$ 26,50 B","2,11%"
25,30/06/2018,"-192,75","0,87","0,53","9,53","0,40","R$ 27,05 B","1,25%"
26,31/03/2018,"-34,90","1,07","0,66","13,95","0,50","R$ 28,44 B","0,54%"
27,31/12/2017,"-64,79","0,98","0,63","11,22","0,46","R$ 26,81 B","0,37%"
28,30/09/2017,"-8,99","0,74","0,51","12,51","0,35","R$ 18,38 B","0,38%"
29,30/06/2017,"-9,37","0,78","0,56","9,47","0,36","R$ 19,54 B","0,44%"
30,31/03/2017,"-7,48","0,63","0,43","5,94","0,29","R$ 15,92 B","0,55%"
31,31/12/2016,"-5,39","0,65","0,41","4,43","0,29","R$ 20,22 B","0,55%"
32,30/09/2016,"-4,97","0,54","0,38","3,92","0,25","R$ 18,75 B","0,81%"
33,30/06/2016,"-2,08","0,38","0,24","1,63","0,18","R$ 13,34 B","1,48%"
34,31/03/2016,"-1,87","0,30","0,21","1,27","0,14","R$ 11,44 B","2,85%"
35,31/12/2015,"-1,34","0,19","0,14","0,85","0,09","R$ 7,48 B","6,20%"
36,30/09/2015,"-6,97","0,19","0,16","1,19","0,09","R$ 8,54 B","5,69%"
37,30/06/2015,"6,89","0,24","0,19","2,35","0,12","R$ 9,40 B","3,75%"
