,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"8,44","3,40","0,86","3,14","0,50","R$ 14,67 B","9,72%"
1,30/06/2024,"8,30","3,34","0,85","3,09","0,49","R$ 14,41 B","11,98%"
2,31/03/2024,"7,85","3,59","0,87","3,26","0,51","R$ 14,60 B","8,46%"
3,31/12/2023,"8,69","3,58","0,89","3,41","0,52","R$ 14,41 B","10,41%"
4,30/09/2023,"8,02","2,09","0,79","3,36","0,46","R$ 12,20 B","11,79%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,NA
6,31/03/2023,"8,16","3,07","0,76","2,75","0,44","R$ 11,42 B","13,11%"
7,31/12/2022,"7,01","2,71","0,69","2,73","0,41","R$ 10,42 B","10,57%"
8,30/09/2022,"7,96","2,90","0,77","3,71","0,48","R$ 12,20 B","8,91%"
9,30/06/2022,"7,65","2,94","0,75","5,51","0,50","R$ 12,45 B","8,85%"
10,31/03/2022,"7,88","3,06","0,79","10,68","0,52","R$ 12,83 B","13,52%"
11,31/12/2021,"8,91","3,64","0,87","13,02","0,55","R$ 13,53 B","10,30%"
12,30/09/2021,"9,28","3,73","0,94","10,74","0,57","R$ 13,82 B","12,13%"
13,30/06/2021,"10,58","4,19","1,19","6,05","0,67","R$ 15,41 B","9,73%"
14,31/03/2021,"14,71","4,37","1,44","5,74","0,82","R$ 17,09 B","5,06%"
15,31/12/2020,"21,66","4,70","1,74","6,08","0,91","R$ 19,71 B","1,00%"
16,30/09/2020,"32,81","5,74","2,07","7,21","1,07","R$ 22,26 B","1,22%"
17,30/06/2020,"43,59","5,93","2,02","9,43","1,05","R$ 21,95 B","1,19%"
18,31/03/2020,"34,70","5,73","1,86","11,22","1,03","R$ 20,62 B","2,27%"
19,31/12/2019,"27,19","5,54","1,73","10,69","1,03","R$ 19,34 B","4,89%"
20,30/09/2019,"24,60","4,66","1,54","10,75","0,89","R$ 16,46 B","5,30%"
21,30/06/2019,"23,81","4,21","1,41","12,71","0,81","R$ 14,82 B","4,66%"
22,31/03/2019,"28,42","3,55","1,39","13,02","0,81","R$ 14,41 B","3,32%"
23,31/12/2018,"37,44","4,59","1,49","22,15","0,91","R$ 14,96 B","0,18%"
24,30/09/2018,"37,61","3,95","1,30","41,02","0,81","R$ 13,17 B","0,20%"
25,30/06/2018,"52,19","3,81","1,23","33,55","0,78","R$ 12,12 B","0,22%"
26,31/03/2018,"63,22","3,38","1,12","20,18","0,70","R$ 10,50 B","0,25%"
27,31/12/2017,"81,41","3,03","1,01","13,34","0,61","R$ 9,05 B","0,41%"
28,30/09/2017,"28,65","1,94","0,68","5,09","0,39","R$ 5,86 B","0,63%"
29,30/06/2017,"26,91","1,93","0,71","4,70","0,41","R$ 5,74 B","0,64%"
30,31/03/2017,"32,18","2,01","0,76","5,61","0,42","R$ 5,97 B","0,62%"
31,31/12/2016,"34,14","1,87","0,70","4,95","0,39","R$ 5,45 B","2,20%"
32,30/09/2016,"19,28","1,46","0,46","3,54","0,27","R$ 3,60 B","2,77%"
33,30/06/2016,"24,56","1,66","0,48","3,51","0,28","R$ 3,77 B","2,65%"
34,31/03/2016,"9,21","1,59","0,47","5,18","0,30","R$ 3,77 B","2,65%"
35,31/12/2015,"9,22","1,61","0,47","5,86","0,29","R$ 3,77 B","2,65%"
36,30/09/2015,"36,19","1,69","0,52","9,65","0,31","R$ 3,77 B","2,65%"
37,30/06/2015,"4,07","1,69","0,53","-10,36","0,31","R$ 3,77 B","2,65%"
38,31/03/2015,"2,10","1,89","0,56","8,40","0,31","R$ 3,77 B","2,65%"
39,31/12/2014,"2,22","1,93","0,77","20,36","0,32","R$ 3,77 B","2,65%"
40,30/09/2014,"2,02","1,77","1,22","9,18","0,32","R$ 3,77 B","2,65%"
41,30/06/2014,"1,02","0,55","0,62","1,33","0,08","R$ 938,50 M","2,65%"
42,31/03/2014,"-8,27","-1,30","9,98","14,37","0,34","R$ 938,50 M","2,65%"
43,31/12/2013,"-7,28","-1,42","9,41","15,29","0,34","R$ 938,50 M","2,65%"
44,30/09/2013,"-2,63","-1,44","9,15","15,61","0,34","R$ 938,50 M","2,65%"
45,30/06/2013,"-0,75","-1,46","1,03","-2,24","0,34","R$ 938,50 M","2,65%"
46,31/03/2013,"-0,70","-1,54","0,41","-4,00","0,34","R$ 938,50 M","2,65%"
47,31/12/2012,"-0,82","-1,77","0,26","4,80","0,33","R$ 938,50 M","2,65%"
48,30/09/2012,"-0,64","-3,17","0,12","1,68","0,19","R$ 938,50 M","2,65%"
49,30/06/2012,"-1,69","1,89","0,14","1,00","0,08","R$ 1,15 B","0,00%"
50,31/03/2012,"-2,28","1,63","0,15","1,10","0,09","R$ 1,20 B","0,00%"
51,31/12/2011,"-2,03","2,24","0,18","1,96","0,11","R$ 1,39 B","0,00%"
52,30/09/2011,"-8,04","1,44","0,22","4,32","0,13","R$ 1,71 B","0,00%"
53,30/06/2011,"-17,12","0,99","0,17","4,58","0,10","R$ 1,29 B","0,00%"
54,31/03/2011,"-4,51","1,11","0,20","18,01","0,11","R$ 1,40 B","0,00%"
55,31/12/2010,"-3,62","1,02","0,19","-15,38","0,11","R$ 1,34 B","0,00%"
56,30/09/2010,"-10,21","1,37","0,34","-14,47","0,15","R$ 1,92 B","0,00%"
57,30/06/2010,"-16,66","3,91","0,54","-24,19","0,24","R$ 2,90 B","0,00%"
58,31/03/2010,"458,29","3,44","0,63","10,81","0,28","R$ 3,25 B","0,00%"
59,31/12/2009,"95,02","1,71","0,38","9,56","0,17","R$ 1,93 B","0,00%"
60,30/09/2009,"4,31","1,49","0,32","28,89","0,14","R$ 1,61 B","0,00%"
61,30/06/2009,"15,07","1,24","0,27","10,26","0,11","R$ 1,29 B","0,00%"
62,31/03/2009,"10,39","1,42","0,35",NA,"0,13","R$ 1,51 B","0,00%"
63,31/12/2008,"7,84","1,42","0,40","-16,30","0,14","R$ 1,61 B","0,00%"
64,30/09/2008,"-13,55","2,96","0,51",NA,"0,17","R$ 1,83 B","0,00%"
65,30/06/2008,"14,15","1,96","0,46",NA,"0,15","R$ 1,55 B","0,00%"
66,31/03/2008,"24,36","2,52","0,57",NA,"0,19","R$ 1,92 B","0,00%"
67,31/12/2007,"44,49","2,90","0,69",NA,"0,23","R$ 2,29 B","0,00%"
68,30/09/2007,"45,92","3,12","0,66",NA,"0,25","R$ 2,33 B","0,00%"
69,30/06/2007,"166,56","3,09","0,68",NA,"0,25","R$ 2,35 B","0,00%"
70,31/03/2007,"-226,45","2,46","0,51",NA,"0,19","R$ 1,71 B","0,00%"
71,31/12/2006,"14,45","1,74","0,40",NA,"0,14","R$ 1,28 B","0,00%"
72,30/09/2006,"37,72","1,85","0,36",NA,"0,13","R$ 1,19 B","0,00%"
73,30/06/2006,"6,69","0,40","0,08",NA,"0,03","R$ 272,89 M","0,00%"
74,31/03/2006,"21,66","1,82","0,41",NA,"0,15","R$ 1,28 B","0,00%"
75,31/12/2005,"-56,57","1,14","0,42",NA,"0,15","R$ 1,28 B","0,00%"
76,30/09/2005,"-11,13","2,07","0,42",NA,"0,17","R$ 1,28 B","0,00%"
77,30/06/2005,"-12,14","1,97","0,44",NA,"0,17","R$ 1,28 B","0,00%"
78,31/03/2005,"-7,66","8,85","0,46",NA,"0,22","R$ 1,28 B","0,00%"
79,31/12/2004,"-6,41","7,78","0,48",NA,"0,22","R$ 1,28 B","0,00%"
80,30/09/2004,"-6,66","5,70","0,50",NA,"0,23","R$ 1,28 B","0,00%"
81,30/06/2004,"-6,75","5,21","0,52",NA,"0,22","R$ 1,28 B","0,00%"
82,31/03/2004,"-7,27","3,96","0,54",NA,"0,22","R$ 1,28 B","0,00%"
83,31/12/2003,"-6,75","3,46","0,56",NA,"0,22","R$ 1,28 B","0,00%"
84,30/09/2003,"-6,56","3,03","0,60",NA,"0,22","R$ 1,28 B","0,00%"
85,30/06/2003,"-4,10","2,89","0,64",NA,"0,22","R$ 1,28 B","0,00%"
86,31/03/2003,"-3,58","2,60","0,70",NA,"0,22","R$ 1,28 B","0,00%"
87,31/12/2002,NA,NA,NA,NA,NA,NA,NA
88,30/09/2002,"-7,48","2,07","0,63",NA,"0,22","R$ 1,28 B","0,00%"
89,30/06/2002,"-12,31","1,71","0,66",NA,"0,22","R$ 1,28 B","0,00%"
90,31/03/2002,"-35,46","1,52","0,64",NA,"0,22","R$ 1,28 B","0,00%"
91,31/12/2001,"-92,71","1,46","0,65",NA,"0,22","R$ 1,28 B","0,00%"
92,30/06/2001,"-12,71","3,06","0,83",NA,"0,31","R$ 1,28 B","0,00%"
93,31/03/2001,"-12,71","2,92","0,88",NA,"0,31","R$ 1,28 B","0,00%"
94,31/12/2000,NA,NA,NA,NA,NA,NA,NA
95,30/09/2000,"-10,83","2,63","0,61",NA,"0,32","R$ 1,28 B","0,00%"
96,30/06/2000,"-12,22","2,55","0,74",NA,"0,32","R$ 1,28 B","0,00%"
97,31/03/2000,"-13,95","2,49","0,76",NA,"0,28","R$ 1,07 B","0,00%"
