,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"0,08","-0,05","0,08","-0,28","0,03","R$ 359,28 M","0,00%"
1,30/06/2024,"0,09","-0,05","0,09","-0,30","0,04","R$ 296,29 M","0,00%"
2,31/03/2024,"-0,18","-0,04","0,13","-0,52","0,05","R$ 467,93 M","0,00%"
3,31/12/2023,"-0,22","-0,04","0,13","-0,44","0,05","R$ 467,46 M","0,00%"
4,30/09/2023,"-0,05","-0,04","0,11","-0,71","0,04","R$ 458,65 M","0,00%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,NA
6,31/03/2023,"-0,07","-0,07","0,15","-0,36","0,06","R$ 727,19 M","0,00%"
7,31/12/2022,"-0,86","-0,75","1,57","-6,38","0,56","R$ 7,55 B","0,00%"
8,30/09/2022,"-1,15","-1,65","0,36","-3,72","0,08","R$ 1,57 B","0,00%"
9,30/06/2022,"-1,49","9,74","0,73","7,72","0,15","R$ 3,98 B","0,00%"
10,31/03/2022,"-1,93","6,82","0,68","6,05","0,09","R$ 3,71 B","0,00%"
11,31/12/2021,"-1,05","-11,87","0,86","-81,11","0,12","R$ 5,11 B","0,00%"
12,30/09/2021,"-1,96","9,08","1,07","-12,61","0,13","R$ 6,17 B","0,00%"
13,30/06/2021,"-4,36","2,04","1,32","43,56","0,16","R$ 7,43 B","0,00%"
14,31/03/2021,"-1,85","2,86","1,48","3,87","0,19","R$ 9,52 B","0,00%"
15,31/12/2020,"-1,42","1,93","1,61","3,39","0,20","R$ 11,35 B","0,00%"
16,30/09/2020,"-0,92","2,25","0,71","2,63","0,19","R$ 10,15 B","0,00%"
17,30/06/2020,"-0,81","1,78","0,75","3,26","0,20","R$ 9,77 B","0,00%"
18,31/03/2020,"-0,50","0,69","0,40","2,36","0,11","R$ 5,89 B","0,00%"
19,31/12/2019,"-0,64","0,32","0,28","2,47","0,08","R$ 3,17 B","0,00%"
20,30/09/2019,"-0,73","0,37","0,36","4,73","0,10","R$ 5,53 B","0,00%"
21,30/06/2019,"-1,72","0,38","0,46","6,68","0,13","R$ 8,66 B","0,00%"
22,31/03/2019,"-1,66","0,33","0,41","5,76","0,11","R$ 8,64 B","0,00%"
23,31/12/2018,"0,18","0,20","0,20","1,55","0,07","R$ 4,45 B","0,00%"
24,30/09/2018,"0,19","0,19","0,22","1,77","0,07","R$ 5,26 B","0,00%"
25,30/06/2018,"0,08","0,08","0,10","0,73","0,03","R$ 2,44 B","0,00%"
26,31/03/2018,"0,09","0,08","0,09","0,50","0,03","R$ 2,68 B","0,00%"
27,31/12/2017,"-0,44","-0,20","0,12","0,64","0,04","R$ 3,11 B","0,00%"
28,30/09/2017,"-0,50","0,40","0,14","0,61","0,04","R$ 3,67 B","0,00%"
29,30/06/2017,"-0,37","0,34","0,12","0,45","0,03","R$ 3,45 B","0,00%"
30,31/03/2017,"-0,55","0,26","0,11","0,85","0,04","R$ 3,45 B","0,00%"
31,31/12/2016,"-0,42","0,25","0,11","0,93","0,04","R$ 3,45 B","0,00%"
32,30/09/2016,"-0,39","0,30","0,11","0,96","0,04","R$ 3,45 B","0,00%"
33,30/06/2016,"-0,40","0,28","0,11","1,55","0,04","R$ 3,45 B","0,00%"
34,31/03/2016,"-0,13","0,05","0,03","-1,26","0,01","R$ 718,50 M","0,00%"
35,31/12/2015,"-0,21","0,08","0,04","-0,96","0,01","R$ 942,20 M","0,00%"
36,30/09/2015,"-0,33","0,10","0,06","0,29","0,02","R$ 2,19 B","0,00%"
37,30/06/2015,"-0,74","0,18","0,11","14,43","0,03","R$ 3,15 B","0,00%"
38,31/03/2015,"-0,98","0,28","0,17","0,83","0,05","R$ 4,94 B","0,00%"
