,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 4,38 M","R$ 1,37 M","R$ 1,53 M","- R$ 28,00 mil","R$ 1,56 M","R$ 4,63 M","R$ 10,17"
1,31/03/2024,"R$ 2,75 M","R$ 852,00 mil","- R$ 133,00 mil","- R$ 28,00 mil","- R$ 105,00 mil","R$ 3,19 M","R$ 7,02"
2,31/12/2023,"R$ 4,11 M","R$ 1,09 M","- R$ 3,00 mil","- R$ 28,00 mil","R$ 25,00 mil","R$ 3,37 M","R$ 7,41"
3,30/09/2023,"R$ 4,50 M","R$ 1,39 M","R$ 295,00 mil","- R$ 27,00 mil","R$ 322,00 mil","R$ 3,86 M","R$ 8,49"
4,30/06/2023,"R$ 3,31 M","R$ 1,02 M","R$ 3,34 M","- R$ 27,00 mil","R$ 3,36 M","R$ 7,27 M","R$ 15,98"
5,31/03/2023,"R$ 3,99 M","R$ 1,19 M","- R$ 744,00 mil","- R$ 27,00 mil","- R$ 717,00 mil","R$ 3,33 M","R$ 7,33"
6,31/12/2022,"R$ 4,22 M","R$ 889,00 mil","R$ 1,23 M","- R$ 30,00 mil","R$ 1,26 M","R$ 7,34 M","R$ 16,15"
7,30/09/2022,"R$ 5,94 M","R$ 1,56 M","R$ 5,24 M","- R$ 26,00 mil","R$ 5,27 M","R$ 8,92 M","R$ 19,61"
8,30/06/2022,"R$ 5,18 M","R$ 1,42 M","R$ 5,23 M","R$ 310,00 mil","R$ 4,92 M","R$ 8,42 M","R$ 18,52"
9,31/03/2022,"R$ 3,18 M","R$ 810,00 mil","- R$ 1,24 M","- R$ 356,00 mil","- R$ 882,00 mil","R$ 1,56 M","R$ 3,44"
10,31/12/2021,"R$ 3,63 M","R$ 1,06 M","R$ 1,32 M","- R$ 355,00 mil","R$ 1,68 M","R$ 3,86 M","R$ 8,49"
11,30/09/2021,"R$ 6,19 M","R$ 2,11 M","R$ 1,55 M","- R$ 355,00 mil","R$ 1,90 M","R$ 2,58 M","R$ 5,66"
12,30/06/2021,"R$ 4,30 M","R$ 1,51 M","R$ 832,00 mil","- R$ 424,00 mil","R$ 1,26 M","R$ 1,55 M","R$ 3,40"
13,31/03/2021,"R$ 3,52 M","R$ 1,27 M","- R$ 598,00 mil","- R$ 457,00 mil","- R$ 141,00 mil","R$ 77,00 mil","R$ 0,17"
14,31/12/2020,"R$ 5,50 M","R$ 1,97 M","- R$ 876,00 mil","- R$ 770,00 mil","- R$ 106,00 mil","- R$ 82,00 mil","- R$ 0,18"
15,30/09/2020,"R$ 10,12 M","R$ 3,31 M","R$ 1,55 M","- R$ 64,00 mil","R$ 1,61 M","R$ 1,37 M","R$ 3,02"
16,30/06/2020,"R$ 3,35 M","R$ 776,00 mil","R$ 1,80 M","- R$ 526,00 mil","R$ 2,32 M","R$ 1,90 M","R$ 4,18"
17,31/03/2020,"R$ 2,82 M","R$ 757,00 mil","- R$ 1,08 M","- R$ 570,00 mil","- R$ 506,00 mil","R$ 292,00 mil","R$ 0,64"
18,31/12/2019,"R$ 4,48 M","R$ 1,13 M","- R$ 1,56 M","- R$ 608,00 mil","- R$ 955,00 mil","R$ 532,00 mil","R$ 1,17"
19,30/09/2019,"R$ 5,67 M","R$ 1,51 M","- R$ 783,00 mil","- R$ 608,00 mil","- R$ 175,00 mil","R$ 1,15 M","R$ 2,52"
20,30/06/2019,"R$ 2,73 M","R$ 805,00 mil","- R$ 1,41 M","- R$ 608,00 mil","- R$ 805,00 mil","R$ 574,00 mil","R$ 1,26"
21,31/03/2019,"R$ 2,63 M","R$ 700,00 mil","- R$ 1,58 M","- R$ 610,00 mil","- R$ 967,00 mil","R$ 434,00 mil","R$ 0,95"
22,31/12/2018,"R$ 3,89 M","R$ 998,00 mil","- R$ 720,00 mil","- R$ 29,00 mil","- R$ 691,00 mil","R$ 1,38 M","R$ 3,04"
23,30/09/2018,"R$ 4,98 M","R$ 1,49 M","- R$ 770,00 mil","- R$ 29,00 mil","- R$ 741,00 mil","R$ 1,09 M","R$ 2,40"
24,30/06/2018,"R$ 2,31 M","R$ 734,00 mil","- R$ 1,43 M","- R$ 28,00 mil","- R$ 1,40 M","R$ 738,00 mil","R$ 1,62"
25,31/03/2018,"R$ 2,71 M","R$ 789,00 mil","- R$ 1,35 M","- R$ 32,00 mil","- R$ 1,32 M","R$ 492,00 mil","R$ 1,08"
26,31/12/2017,"R$ 5,34 M","R$ 1,71 M","- R$ 808,00 mil","- R$ 31,00 mil","- R$ 777,00 mil","R$ 1,20 M","R$ 2,63"
27,30/09/2017,"R$ 4,80 M","R$ 1,71 M","R$ 468,00 mil","- R$ 42,00 mil","R$ 510,00 mil","R$ 2,52 M","R$ 5,55"
28,30/06/2017,"R$ 3,09 M","R$ 1,08 M","- R$ 1,42 M","- R$ 49,00 mil","- R$ 1,37 M","R$ 1,87 M","R$ 4,12"
29,31/03/2017,"R$ 3,12 M","R$ 1,09 M","- R$ 1,26 M","- R$ 58,00 mil","- R$ 1,21 M","R$ 2,44 M","R$ 5,36"
30,31/12/2016,"R$ 5,46 M","R$ 1,57 M","- R$ 2,82 M","- R$ 61,00 mil","- R$ 2,75 M","R$ 1,40 M","R$ 3,09"
31,30/09/2016,"R$ 5,90 M","R$ 1,96 M","- R$ 460,00 mil","- R$ 60,00 mil","- R$ 400,00 mil","R$ 3,25 M","R$ 7,14"
32,30/06/2016,"R$ 3,67 M","R$ 1,27 M","R$ 659,00 mil","- R$ 61,00 mil","R$ 646,00 mil","R$ 8,63 M","R$ 18,98"
33,31/03/2016,"R$ 4,37 M","R$ 1,44 M","- R$ 980,00 mil","- R$ 66,00 mil","- R$ 914,00 mil","R$ 2,60 M","R$ 5,71"
34,31/12/2015,"R$ 5,40 M","R$ 1,49 M","- R$ 3,84 M","- R$ 67,00 mil","- R$ 3,77 M","R$ 2,00 M","R$ 4,39"
35,30/09/2015,"R$ 6,31 M","R$ 2,20 M","- R$ 309,00 mil","- R$ 66,00 mil","- R$ 243,00 mil","R$ 3,20 M","R$ 7,03"
36,30/06/2015,"R$ 4,64 M","R$ 1,78 M","- R$ 499,00 mil","- R$ 63,00 mil","- R$ 436,00 mil","R$ 2,91 M","R$ 6,39"
37,31/03/2015,"R$ 4,27 M","R$ 1,62 M","- R$ 425,00 mil","- R$ 57,00 mil","- R$ 368,00 mil","R$ 2,60 M","R$ 5,72"
38,31/12/2014,"R$ 10,14 M","R$ 3,27 M","- R$ 118,00 mil","- R$ 57,00 mil","- R$ 61,00 mil","R$ 2,78 M","R$ 6,12"
39,30/09/2014,"R$ 10,23 M","R$ 3,92 M","R$ 1,31 M","- R$ 65,00 mil","R$ 1,37 M","R$ 3,59 M","R$ 7,89"
40,30/06/2014,"R$ 6,88 M","R$ 2,57 M","- R$ 302,00 mil","- R$ 71,00 mil","- R$ 231,00 mil","R$ 3,09 M","R$ 6,79"
41,31/03/2014,"R$ 5,40 M","R$ 2,06 M","- R$ 420,00 mil","- R$ 73,00 mil","- R$ 347,00 mil","R$ 2,15 M","R$ 4,72"
42,31/12/2013,"R$ 9,54 M","R$ 3,21 M","- R$ 1,17 M","- R$ 73,00 mil","- R$ 1,09 M","- R$ 2,00 mil","- R$ 0,00"
43,30/09/2013,"R$ 12,95 M","R$ 4,54 M","R$ 1,76 M","- R$ 76,00 mil","R$ 1,84 M","R$ 3,53 M","R$ 7,76"
44,30/06/2013,"R$ 7,35 M","R$ 2,61 M","R$ 418,00 mil","- R$ 81,00 mil","R$ 499,00 mil","R$ 2,62 M","R$ 5,75"
45,31/03/2013,"R$ 4,71 M","R$ 1,84 M","- R$ 218,00 mil","- R$ 97,00 mil","- R$ 121,00 mil","R$ 1,67 M","R$ 3,68"
46,31/12/2012,"R$ 9,65 M","R$ 2,63 M","- R$ 588,00 mil","- R$ 734,00 mil","R$ 146,00 mil","R$ 1,35 M","R$ 2,98"
47,30/09/2012,"R$ 11,12 M","R$ 3,50 M","R$ 1,47 M","R$ 105,00 mil","R$ 1,36 M","R$ 3,01 M","R$ 6,61"
48,30/06/2012,"R$ 8,14 M","R$ 2,94 M","R$ 133,00 mil","R$ 105,00 mil","R$ 28,00 mil","R$ 2,84 M","R$ 6,25"
49,31/03/2012,"R$ 6,55 M","R$ 2,52 M","R$ 247,00 mil","R$ 104,00 mil","R$ 143,00 mil","R$ 3,30 M","R$ 7,25"
50,31/12/2011,"R$ 8,82 M","R$ 3,01 M","- R$ 1,21 M","R$ 799,00 mil","- R$ 2,01 M","R$ 2,75 M","R$ 6,05"
51,30/09/2011,"R$ 11,55 M","R$ 4,40 M","R$ 2,33 M","- R$ 106,00 mil","R$ 2,44 M","R$ 4,96 M","R$ 10,90"
52,30/06/2011,"R$ 6,81 M","R$ 2,61 M","R$ 183,00 mil","- R$ 111,00 mil","R$ 294,00 mil","R$ 6,10 M","R$ 13,41"
53,31/03/2011,"R$ 7,40 M","R$ 2,63 M","R$ 6,47 M","- R$ 138,00 mil","R$ 6,60 M","R$ 9,87 M","R$ 21,70"
54,31/12/2010,"R$ 7,61 M","R$ 2,68 M","- R$ 7,82 M",NA,NA,"R$ 427,00 mil","R$ 0,94"
55,30/09/2010,"R$ 8,31 M","R$ 2,76 M","R$ 249,07 M",NA,NA,"R$ 170,10 M","R$ 374,06"
56,30/06/2010,"R$ 7,05 M","R$ 2,39 M","- R$ 706,00 mil",NA,NA,"R$ 1,88 M","R$ 4,14"
57,31/03/2010,"R$ 7,17 M","R$ 2,13 M","- R$ 726,00 mil",NA,NA,"R$ 1,42 M","R$ 3,11"
58,31/12/2009,"R$ 7,51 M","R$ 2,38 M","- R$ 1,23 M",NA,NA,"R$ 1,51 M","R$ 3,32"
59,30/09/2009,"R$ 9,43 M","R$ 3,03 M","R$ 440,00 mil",NA,NA,"R$ 2,84 M","R$ 6,24"
60,30/06/2009,"R$ 7,05 M","R$ 2,08 M","- R$ 158,00 mil",NA,NA,"R$ 2,13 M","R$ 4,68"
61,31/03/2009,"R$ 7,40 M","R$ 1,57 M","- R$ 1,01 M",NA,NA,"R$ 1,98 M","R$ 4,35"
62,31/12/2008,"R$ 9,71 M","R$ 2,41 M","- R$ 1,19 M",NA,NA,"R$ 4,28 M","R$ 9,41"
63,30/09/2008,"R$ 13,60 M","R$ 4,30 M","R$ 371,00 mil",NA,NA,"R$ 4,73 M","R$ 10,41"
64,30/06/2008,"R$ 11,28 M","R$ 3,42 M","R$ 345,00 mil",NA,NA,"R$ 633,00 mil","R$ 1,39"
65,31/03/2008,"R$ 3,29 M","R$ 418,00 mil","- R$ 1,61 M",NA,NA,"R$ 987,00 mil","R$ 2,17"
66,31/12/2007,"R$ 13,08 M","R$ 2,99 M","- R$ 125,00 mil",NA,NA,"R$ 973,00 mil","R$ 2,14"
67,30/09/2007,"R$ 13,73 M","R$ 3,90 M","R$ 841,00 mil",NA,NA,"R$ 2,01 M","R$ 4,41"
68,30/06/2007,"R$ 13,63 M","R$ 4,25 M","R$ 919,00 mil",NA,NA,"R$ 1,74 M","R$ 3,83"
69,31/03/2007,"R$ 6,89 M","R$ 1,11 M","- R$ 1,10 M",NA,NA,"R$ 996,00 mil","R$ 2,19"
70,31/12/2006,"R$ 12,26 M","R$ 1,93 M","- R$ 2,85 M",NA,NA,"R$ 304,00 mil","R$ 0,67"
71,30/09/2006,"R$ 18,14 M","R$ 4,32 M","R$ 811,00 mil",NA,NA,"R$ 3,43 M","R$ 7,53"
72,30/06/2006,"R$ 19,16 M","R$ 5,22 M","R$ 1,47 M",NA,NA,"R$ 3,86 M","R$ 8,49"
73,31/03/2006,"R$ 13,13 M","R$ 2,98 M","R$ 87,00 mil",NA,NA,"R$ 901,00 mil","R$ 1,98"
74,31/12/2005,"R$ 26,78 M","R$ 4,03 M","- R$ 1,36 M",NA,NA,"R$ 2,64 M","R$ 5,80"
75,30/09/2005,"R$ 25,08 M","R$ 6,06 M","R$ 861,00 mil",NA,NA,"R$ 1,15 M","R$ 2,54"
76,30/06/2005,"R$ 27,69 M","R$ 6,21 M","R$ 2,14 M",NA,NA,"R$ 1.000,00 mil","R$ 2,20"
77,31/03/2005,"R$ 19,46 M","R$ 4,80 M","R$ 3,53 M",NA,NA,"R$ 4,18 M","R$ 9,20"
78,31/12/2004,NA,NA,NA,NA,NA,NA,NA
79,30/09/2004,"R$ 29,33 M","R$ 6,27 M","R$ 3,05 M",NA,NA,"R$ 3,20 M","R$ 7,04"
80,30/06/2004,"R$ 21,97 M","R$ 4,63 M","R$ 4,96 M",NA,NA,"R$ 5,86 M","R$ 12,88"
81,31/03/2004,"R$ 18,43 M","R$ 5,43 M","R$ 4,47 M",NA,NA,"R$ 5,62 M","R$ 12,36"
82,31/12/2003,NA,NA,NA,NA,NA,NA,NA
83,30/09/2003,"R$ 24,94 M","R$ 4,60 M","R$ 2,42 M",NA,NA,"R$ 4,43 M","R$ 9,73"
84,30/06/2003,"R$ 19,30 M","R$ 4,10 M","- R$ 922,00 mil",NA,NA,"R$ 4,10 M","R$ 9,02"
85,31/03/2003,"R$ 16,41 M","R$ 3,83 M","R$ 425,00 mil",NA,NA,"R$ 2,99 M","R$ 6,58"
86,31/12/2002,NA,NA,NA,NA,NA,NA,NA
87,30/09/2002,"R$ 25,88 M","R$ 5,35 M","R$ 13,42 M",NA,NA,"R$ 12,53 M","R$ 27,56"
88,30/06/2002,"R$ 20,03 M","R$ 4,53 M","R$ 7,37 M",NA,NA,"R$ 7,86 M","R$ 17,28"
89,31/03/2002,"R$ 17,00 M","R$ 4,04 M","R$ 1,92 M",NA,NA,"R$ 4,07 M","R$ 8,95"
90,31/12/2001,NA,NA,NA,NA,NA,NA,NA
91,30/06/2001,"R$ 18,12 M","R$ 4,33 M","R$ 4,98 M",NA,NA,"R$ 6,26 M","R$ 13,76"
92,31/03/2001,"R$ 16,05 M","R$ 2,99 M","R$ 3,22 M",NA,NA,"R$ 4,74 M","R$ 10,43"
93,31/12/2000,NA,NA,NA,NA,NA,NA,NA
94,30/09/2000,"R$ 21,91 M","R$ 4,56 M","R$ 1,85 M",NA,NA,"R$ 3,42 M","R$ 7,53"
95,30/06/2000,"R$ 19,46 M","R$ 3,56 M","R$ 2,03 M",NA,NA,"R$ 4,00 M","R$ 8,79"
96,31/03/2000,"R$ 15,23 M","R$ 3,51 M","R$ 593,00 mil",NA,NA,"R$ 9,24 M","R$ 20,31"
