,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 27/09/2024,"7,67","1,10","3,01","45,44","0,53","R$ 17,73 B","7,09%"
1,30/06/2024,NA,NA,NA,NA,NA,NA,NA
2,31/03/2024,"7,98","1,21","3,30","32,48","0,58","R$ 18,68 B","6,65%"
3,31/12/2023,"7,31","1,19","3,34","35,19","0,58","R$ 18,87 B","7,00%"
4,30/09/2023,"8,27","1,09","3,39","21,89","0,56","R$ 16,33 B","3,58%"
5,30/06/2023,"9,22","1,25","3,99","23,18","0,64","R$ 18,61 B","3,21%"
6,31/03/2023,"7,71","1,12","3,36","29,92","0,56","R$ 16,72 B","3,68%"
7,31/12/2022,"8,20","1,15","3,40","30,92","0,58","R$ 16,16 B","3,78%"
8,30/09/2022,"7,73","1,24","3,53","70,92","0,62","R$ 17,40 B","4,90%"
9,30/06/2022,"6,98","1,27","3,31","54,27","0,63","R$ 17,14 B","4,95%"
10,31/03/2022,"7,57","1,51","3,88","29,53","0,75","R$ 19,08 B","5,81%"
11,31/12/2021,"7,14","1,50","3,89","23,97","0,74","R$ 18,45 B","10,98%"
12,30/09/2021,"6,51","1,43","3,87","15,01","0,74","R$ 17,88 B","10,96%"
13,30/06/2021,"6,09","1,42","4,11","15,14","0,72","R$ 17,79 B","11,34%"
14,31/03/2021,"5,59","1,44","4,89","15,26","0,73","R$ 18,33 B","10,67%"
15,31/12/2020,"5,73","1,40","5,21","13,99","0,78","R$ 17,23 B","5,95%"
16,30/09/2020,"7,51","1,28","4,01","12,69","0,77","R$ 16,18 B","5,11%"
17,30/06/2020,"7,81","1,34","4,41","12,38","0,77","R$ 15,52 B","7,17%"
18,31/03/2020,"8,41","1,24","4,49","11,67","0,73","R$ 13,72 B","7,56%"
19,31/12/2019,"10,43","1,56","5,56","13,61","0,85","R$ 16,62 B","5,41%"
20,30/09/2019,"9,07","1,49","5,23","13,08","0,89","R$ 16,23 B","8,97%"
21,30/06/2019,"7,96","1,51","4,71","12,62","0,90","R$ 16,83 B","6,85%"
22,31/03/2019,"1,89","0,33","1,12","2,52","0,20","R$ 3,63 B","13,04%"
23,31/12/2018,"7,00","1,19","4,14","10,03","0,71","R$ 12,90 B","15,71%"
24,30/09/2018,"7,65","0,90","3,78","7,26","0,54","R$ 10,21 B","11,90%"
25,30/06/2018,"9,25","0,95","4,19","8,51","0,57","R$ 10,09 B","12,03%"
26,31/03/2018,"7,00","0,84","3,46","11,49","0,54","R$ 10,26 B","6,23%"
27,31/12/2017,"7,17","0,89","3,62","17,26","0,57","R$ 10,58 B","5,11%"
28,30/09/2017,"6,89","0,87","3,64","59,12","0,55","R$ 10,52 B","2,80%"
29,30/06/2017,"1,80","0,92","1,14","363,84","0,61","R$ 10,86 B","2,76%"
30,31/03/2017,"1,84","0,91","1,17","256,93","0,60","R$ 9,95 B","2,63%"
31,31/12/2016,"2,00","0,98","1,27","73,13","0,66","R$ 10,46 B","2,51%"
32,30/09/2016,"2,02","0,97","1,28","49,22","0,65","R$ 10,80 B","3,49%"
33,30/06/2016,"17,02","1,67","7,04","21,64","1,23","R$ 10,26 B","3,67%"
34,31/03/2016,"15,67","1,48","6,19","13,49","1,09","R$ 8,60 B","4,54%"
35,31/12/2015,"13,59","1,28","5,32","12,91","0,93","R$ 7,26 B","5,34%"
36,30/09/2015,"12,53","1,13","4,79","14,71","0,84","R$ 6,33 B","4,94%"
37,30/06/2015,"17,94","1,25","5,47","14,62","0,92","R$ 6,49 B","5,19%"
38,31/03/2015,"18,18","1,31","6,06","20,30","0,95","R$ 6,75 B","2,87%"
39,31/12/2014,"16,20","1,19","5,56","12,36","0,86","R$ 6,51 B","3,73%"
40,30/09/2014,"15,65","1,40","6,85","11,91","1,02","R$ 6,56 B","3,70%"
41,30/06/2014,"71,40","1,26","6,25","12,08","0,91","R$ 5,25 B","4,08%"
42,31/03/2014,"134,78","1,26","6,22","12,29","0,90","R$ 4,95 B","3,67%"
43,31/12/2013,"218,99","1,42","7,12","3,58","1,00","R$ 5,17 B","2,86%"
44,30/09/2013,"98,43","1,37","3,48","4,78","0,90","R$ 5,82 B","0,00%"
45,30/06/2013,"13,44","1,44","3,32","5,01","0,97","R$ 6,19 B","0,00%"
46,31/03/2013,"10,65","1,47","2,99","4,72","0,97","R$ 6,28 B","2,13%"
47,31/12/2012,"9,05","1,50","2,71","40,97","0,78","R$ 6,46 B","4,02%"
48,30/09/2012,"6,96","1,16","2,00","51,15","0,60","R$ 5,00 B","9,57%"
49,30/06/2012,"11,01","2,17","3,46","140,45","1,14","R$ 9,20 B","7,70%"
50,31/03/2012,"11,27","2,23","3,50","-812,60","1,19","R$ 9,93 B","8,15%"
51,31/12/2011,"10,33","2,08","3,26","-372,40","1,12","R$ 9,45 B","10,15%"
52,30/09/2011,"19,75","1,78","2,85","-334,68","0,99","R$ 7,80 B","10,94%"
53,30/06/2011,"26,10","1,82","3,15","97,65","1,07","R$ 7,42 B","10,65%"
54,31/03/2011,"29,94","2,01","3,77","33,34","1,25","R$ 8,25 B","8,51%"
55,31/12/2010,"29,33","1,96","3,97","18,89","1,29","R$ 8,27 B","8,73%"
56,30/09/2010,"10,58","1,76","4,94","6,55","1,18","R$ 8,09 B","10,33%"
57,30/06/2010,"9,55","1,62","4,54","6,18","1,10","R$ 7,31 B","10,70%"
58,31/03/2010,"8,48","1,49","4,13","6,06","0,97","R$ 6,78 B","11,64%"
