,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"8,85","2,07","1,06","8,46","1,45","R$ 1,84 B","8,90%",229
1,30/06/2024,"7,68","1,80","0,92","7,34","1,26","R$ 1,60 B","7,57%",229
2,31/03/2024,"9,45","1,99","1,06","8,14","1,42","R$ 1,74 B","6,94%",229
3,31/12/2023,"10,28","2,23","1,18","8,61","1,55","R$ 1,86 B","6,05%",229
4,30/09/2023,"8,72","1,99","1,06","6,19","1,40","R$ 1,63 B","6,40%",229
5,30/06/2023,"8,74","2,01","1,05","6,31","1,43","R$ 1,61 B","5,67%",229
6,31/03/2023,"7,23","1,58","0,86","6,04","1,12","R$ 1,27 B","7,21%",229
7,31/12/2022,"7,56","1,57","0,88","5,79","1,08","R$ 1,20 B","6,15%",229
8,30/09/2022,"11,38","2,04","1,19","15,79","1,45","R$ 1,50 B","4,27%",229
9,30/06/2022,"8,13","1,30","0,85","12,37","0,93","R$ 917,44 M","6,72%",229
10,31/03/2022,"8,92","1,36","0,94","11,74","0,92","R$ 950,44 M","6,49%",229
11,31/12/2021,"9,86","1,56","1,06","19,91","1,02","R$ 1,07 B","4,87%",229
12,30/09/2021,"9,30","1,49","0,98","6,81","0,99","R$ 999,28 M","5,72%",229
13,30/06/2021,"13,40","2,11","1,29","12,36","1,34","R$ 1,38 B","2,53%",229
14,31/03/2021,"20,40","2,36","1,57","8,07","1,44","R$ 1,52 B","2,30%",229
15,31/12/2020,"16,23","1,91","1,18","5,87","1,16","R$ 1,20 B","1,88%",229
16,30/09/2020,"17,70","2,52","1,45","8,45","1,52","R$ 1,56 B","2,93%",229
17,30/06/2020,"11,95","3,03","1,59","7,88","1,71","R$ 1,79 B","4,21%",229
18,31/03/2020,"5,88","1,84","0,82","5,63","1,13","R$ 1,10 B","6,87%",229
19,31/12/2019,"7,04","2,37","1,01","7,69","1,39","R$ 1,37 B","7,59%",229
20,30/09/2019,"11,03","3,54","1,53","12,38","2,05","R$ 2,05 B","3,59%",229
21,30/06/2019,"17,52","4,25","1,65","14,36","2,44","R$ 2,19 B","2,96%",229
22,31/03/2019,"14,20","3,36","1,33","15,16","1,96","R$ 1,72 B","3,79%",229
23,31/12/2018,"17,61","3,94","1,52","18,17","2,35","R$ 1,91 B","3,96%",229
24,30/09/2018,"11,38","3,23","1,25","13,85","1,95","R$ 1,50 B","4,50%",229
25,30/06/2018,"10,60","2,71","1,06","11,62","1,67","R$ 1,23 B","4,97%",229
26,31/03/2018,"12,34","2,99","1,22","12,14","1,82","R$ 1,39 B","4,42%",229
27,31/12/2017,"14,73","3,40","1,41","17,98","1,82","R$ 1,53 B","1,99%",229
28,30/09/2017,"20,17","2,89","1,14","15,25","1,51","R$ 1,16 B","1,97%",229
29,30/06/2017,"20,62","2,37","0,98","12,45","1,17","R$ 947,14 M","0,85%",229
30,31/03/2017,"42,19","2,35","0,96","16,64","1,23","R$ 893,68 M","0,90%",229
31,31/12/2016,"55,42","2,04","0,83","9,08","0,93","R$ 766,29 M","0,00%",229
32,30/09/2016,"-191,37","1,36","0,52","4,86","0,58","R$ 498,32 M","0,00%",229
33,30/06/2016,"-441,49","1,64","0,60","4,18","0,69","R$ 593,37 M","0,84%",229
34,31/03/2016,"708,87","1,03","0,36","3,51","0,43","R$ 373,58 M","1,34%",229
35,31/12/2015,"29,45","0,80","0,26","2,61","0,32","R$ 292,39 M","1,71%",229
36,30/09/2015,"10,13","0,74","0,22","2,36","0,31","R$ 275,23 M","1,82%",229
37,30/06/2015,"-97,77","1,48","0,42","-21,33","0,61","R$ 548,48 M","0,00%",229
38,31/03/2015,"-60,09","2,72","0,72","-13,02","0,94","R$ 1,01 B","0,00%",229
39,31/12/2014,"-37,94","2,41","0,61","-7,06","0,83","R$ 871,24 M","1,95%",229
40,30/09/2014,"-37,24","3,22","0,68","-8,71","1,11","R$ 1,12 B","2,85%",229
41,30/06/2014,"63,70","3,16","0,70","77,43","1,08","R$ 1,19 B","3,96%",229
42,31/03/2014,"26,17","3,02","0,69","10,87","1,05","R$ 1,22 B","3,86%",229
43,31/12/2013,"23,73","2,92","0,66","10,31","0,98","R$ 1,17 B","5,12%",229
44,30/09/2013,"22,31","3,20","0,70","15,33","1,13","R$ 1,35 B","3,33%",229
45,30/06/2013,"19,81","3,45","0,75","31,96","1,05","R$ 1,44 B","4,46%",229
46,31/03/2013,"23,82","4,10","0,96","31,42","1,36","R$ 1,76 B","3,65%",229
47,31/12/2012,"23,87","4,69","1,11","30,72","1,82","R$ 1,99 B","3,22%",229
48,30/09/2012,"24,22","5,44","1,32","27,52","2,15","R$ 2,30 B","2,82%",229
49,30/06/2012,"22,72","5,07","1,26","26,49","2,03","R$ 2,07 B","2,33%",229
50,31/03/2012,"21,67","4,73","1,26","32,22","2,03","R$ 1,98 B","3,34%",229
51,31/12/2011,"21,76","5,24","1,40","39,06","2,22","R$ 2,12 B","3,12%",229
52,30/09/2011,"15,25","3,61","1,08","17,06","1,66","R$ 1,51 B","4,36%",229
53,30/06/2011,"12,72","3,18","0,99","17,34","1,71","R$ 1,30 B","4,98%",229
54,31/03/2011,"16,61","4,34","1,48","18,71","2,47","R$ 1,82 B","3,44%",229
55,31/12/2010,"13,40","3,58","1,29","12,08","2,50","R$ 1,50 B","4,16%",229
56,30/09/2010,"14,59","3,70","1,25","11,93","2,60","R$ 1,50 B","4,18%",229
57,30/06/2010,"10,70","2,52","0,84","7,85","1,78","R$ 980,14 M","7,76%",229
58,31/03/2010,"12,24","2,71","0,85","7,08","1,65","R$ 982,12 M","6,12%",229
59,31/12/2009,"13,88","3,12","0,94","8,08","1,82","R$ 1,06 B","3,99%",229
60,30/09/2009,"13,30","2,27","0,77","6,28","1,39","R$ 811,84 M","6,70%",229
61,30/06/2009,"13,25","2,25","0,78","5,63","1,34","R$ 806,56 M","9,17%",229
62,31/03/2009,"8,71","1,54","0,52","4,65","0,86","R$ 525,38 M","10,27%",229
63,31/12/2008,"7,10","1,16","0,38","4,28","0,64","R$ 376,21 M","12,63%",229
64,30/09/2008,"4,11","0,75","0,27",,"0,44","R$ 267,35 M","21,71%",229
65,30/06/2008,"16,95","2,79","1,15",,"2,03","R$ 1,03 B","3,39%",229
66,31/03/2008,"29,94","3,71","1,64",,"2,68","R$ 1,32 B","3,20%",229
67,31/12/2007,"26,32","3,30","1,63",,"2,30","R$ 1,17 B","3,10%",229
68,30/09/2007,"49,70","5,32","3,16",,"3,97","R$ 1,97 B","0,76%",229
69,30/06/2007,"51,19","29,49","3,51",,"8,11","R$ 1,89 B","0,33%",229
70,31/03/2007,"29,43","17,82","3,05",,"11,79","R$ 1,44 B","0,00%",229
71,31/12/2006,"32,30","17,75","3,25",,"11,99","R$ 1,44 B","0,00%",229
