,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 3,06 B","R$ 732,73 M","R$ 156,60 M","- R$ 64,48 M","R$ 221,09 M","- R$ 34,48 M","- R$ 0,28"
1,31/03/2024,"R$ 3,00 B","R$ 658,74 M","R$ 115,69 M","- R$ 63,07 M","R$ 178,76 M","- R$ 49,51 M","- R$ 0,40"
2,31/12/2023,"R$ 2,90 B","R$ 608,62 M","R$ 72,68 M","- R$ 61,72 M","R$ 134,40 M","- R$ 95,85 M","- R$ 0,78"
3,30/09/2023,"R$ 2,78 B","R$ 509,72 M","- R$ 32,63 M","- R$ 59,79 M","R$ 27,16 M","- R$ 231,31 M","- R$ 1,88"
4,30/06/2023,"R$ 2,57 B","R$ 363,52 M","- R$ 186,02 M","- R$ 56,27 M","- R$ 129,76 M","- R$ 417,96 M","- R$ 4,01"
5,31/03/2023,"R$ 2,48 B","R$ 302,09 M","- R$ 272,89 M","- R$ 57,59 M","- R$ 215,31 M","- R$ 519,00 M","- R$ 4,97"
6,31/12/2022,"R$ 2,41 B","R$ 274,69 M","- R$ 315,81 M","- R$ 56,06 M","- R$ 259,75 M","- R$ 547,30 M","- R$ 5,25"
7,30/09/2022,"R$ 2,30 B","R$ 141,69 M","- R$ 466,92 M","- R$ 53,33 M","- R$ 413,60 M","- R$ 660,73 M","- R$ 6,33"
8,30/06/2022,"R$ 2,45 B","R$ 267,84 M","- R$ 300,59 M","- R$ 53,60 M","- R$ 246,99 M","- R$ 443,89 M","- R$ 4,25"
9,31/03/2022,"R$ 2,52 B","R$ 377,62 M","- R$ 169,91 M","- R$ 46,67 M","- R$ 123,25 M","- R$ 298,54 M","- R$ 2,86"
10,31/12/2021,"R$ 2,54 B","R$ 451,29 M","- R$ 90,43 M","- R$ 44,55 M","- R$ 45,88 M","- R$ 191,48 M","- R$ 1,84"
11,30/09/2021,"R$ 2,71 B","R$ 725,03 M","R$ 233,90 M","- R$ 34,92 M","R$ 268,82 M","R$ 149,02 M","R$ 1,43"
12,30/06/2021,"R$ 2,64 B","R$ 785,75 M","R$ 295,69 M","- R$ 32,62 M","R$ 328,31 M","R$ 213,08 M","R$ 2,04"
13,31/03/2021,"R$ 2,47 B","R$ 761,41 M","R$ 293,71 M","- R$ 31,69 M","R$ 325,40 M","R$ 219,59 M","R$ 2,10"
14,31/12/2020,"R$ 2,28 B","R$ 710,36 M","R$ 264,65 M","- R$ 30,06 M","R$ 294,71 M","R$ 200,32 M","R$ 1,92"
15,30/09/2020,"R$ 2,14 B","R$ 673,95 M","R$ 256,19 M","- R$ 35,80 M","R$ 291,99 M","R$ 204,55 M","R$ 1,96"
16,30/06/2020,"R$ 1,99 B","R$ 630,72 M","R$ 238,99 M","- R$ 34,30 M","R$ 273,28 M","R$ 198,70 M","R$ 1,90"
17,31/03/2020,"R$ 1,96 B","R$ 635,41 M","R$ 262,64 M","- R$ 33,94 M","R$ 296,59 M","R$ 231,39 M","R$ 2,22"
18,31/12/2019,"R$ 1,95 B","R$ 648,08 M","R$ 290,73 M","- R$ 31,65 M","R$ 322,38 M","R$ 263,54 M","R$ 2,53"
19,30/09/2019,"R$ 1,86 B","R$ 638,31 M","R$ 261,93 M","- R$ 28,24 M","R$ 290,17 M","R$ 235,36 M","R$ 2,26"
20,30/06/2019,"R$ 1,81 B","R$ 625,29 M","R$ 261,28 M","- R$ 25,31 M","R$ 286,59 M","R$ 235,15 M","R$ 2,25"
21,31/03/2019,"R$ 1,72 B","R$ 602,68 M","R$ 236,34 M","- R$ 26,05 M","R$ 262,39 M","R$ 213,77 M","R$ 2,05"
22,31/12/2018,"R$ 1,68 B","R$ 585,83 M","R$ 219,36 M","- R$ 24,13 M","R$ 243,49 M","R$ 200,29 M","R$ 3,85"
23,30/09/2018,"R$ 1,58 B","R$ 549,23 M","R$ 212,40 M","- R$ 23,45 M","R$ 235,85 M","R$ 188,51 M","R$ 3,48"
24,30/06/2018,"R$ 1,48 B","R$ 525,30 M","R$ 172,46 M","- R$ 22,92 M","R$ 195,37 M","R$ 154,79 M","R$ 2,86"
25,31/03/2018,"R$ 1,40 B","R$ 484,97 M","R$ 140,29 M","- R$ 19,20 M","R$ 159,49 M","R$ 124,02 M","R$ 2,30"
26,31/12/2017,"R$ 1,36 B","R$ 468,62 M","R$ 123,49 M","- R$ 18,37 M","R$ 141,86 M","R$ 106,69 M","R$ 1,97"
27,30/09/2017,"R$ 1,29 B","R$ 437,82 M","R$ 107,12 M","- R$ 19,84 M","R$ 126,96 M","R$ 90,65 M","R$ 1,68"
28,30/06/2017,"R$ 1,20 B","R$ 397,68 M","R$ 107,19 M","- R$ 18,06 M","R$ 125,25 M","R$ 82,98 M","R$ 1,54"
29,31/03/2017,"R$ 1,14 B","R$ 361,58 M","R$ 97,79 M","- R$ 16,54 M","R$ 114,33 M","R$ 70,80 M","R$ 1,31"
30,31/12/2016,"R$ 1,05 B","R$ 323,01 M","R$ 88,28 M","- R$ 15,46 M","R$ 103,73 M","R$ 56,65 M","R$ 1,05"
