,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 27/09/2024,"-44,27","1,76","0,50","2,35","0,32","R$ 1,53 B","0,00%"
1,30/06/2024,"-47,84","1,90","0,54","2,54","0,35","R$ 1,65 B","0,00%"
2,31/03/2024,"-32,19","1,85","0,53","2,92","0,35","R$ 1,59 B","0,00%"
3,31/12/2023,"-13,93","1,55","0,46","4,77","0,29","R$ 1,34 B","0,00%"
4,30/09/2023,"-7,26","1,88","0,60","-7,46","0,37","R$ 1,68 B","0,00%"
5,30/06/2023,"-3,07","1,87","0,50","-4,16","0,30","R$ 1,28 B","0,00%"
6,31/03/2023,"-1,19","0,92","0,25","-2,53","0,15","R$ 618,76 M","0,00%"
7,31/12/2022,"-0,97","0,74","0,22","-1,44","0,13","R$ 529,02 M","0,00%"
8,30/09/2022,"-0,99","0,78","0,28","-4,90","0,15","R$ 654,24 M","0,00%"
9,30/06/2022,"-1,06","0,45","0,19","-2,75","0,11","R$ 469,55 M","0,00%"
10,31/03/2022,"-1,64","0,43","0,19","-1,89","0,11","R$ 489,37 M","0,00%"
11,31/12/2021,"-6,68","1,06","0,50","-7,81","0,29","R$ 1,28 B","1,45%"
12,30/09/2021,"12,81","1,29","0,70","-7,22","0,42","R$ 1,91 B","1,90%"
13,30/06/2021,"10,31","1,47","0,83","-28,69","0,50","R$ 2,20 B","2,31%"
14,31/03/2021,"12,25","1,83","1,09","24,94","0,65","R$ 2,69 B","2,61%"
15,31/12/2020,"13,33","1,76","1,17","28,42","0,63","R$ 2,67 B","1,93%"
16,30/09/2020,"15,35","2,12","1,47","22,03","0,76","R$ 3,14 B","1,60%"
17,30/06/2020,"17,57","2,48","1,75","134,72","0,84","R$ 3,49 B","1,56%"
18,31/03/2020,"8,71","1,47","1,03","-89,82","0,56","R$ 2,01 B","2,38%"
19,31/12/2019,"7,60","1,48","1,03","29,12","0,58","R$ 2,00 B","3,11%"
20,30/09/2019,"11,43","2,06","1,44","19,21","0,85","R$ 2,69 B","2,70%"
21,30/06/2019,"12,07","2,27","1,56","11,62","0,94","R$ 2,84 B","1,90%"
22,31/03/2019,"9,23","1,64","1,14","7,15","0,72","R$ 1,97 B","2,08%"
23,31/12/2018,"9,35","1,56","1,11","6,61","0,71","R$ 1,87 B","1,42%"
24,30/09/2018,"7,91","1,23","0,94","7,64","0,59","R$ 1,49 B","0,00%"
25,30/06/2018,"9,63","1,26","1,01","8,41","0,65","R$ 1,49 B","0,00%"
26,31/03/2018,"10,78","1,11","0,96","6,32","0,58","R$ 1,34 B","0,00%"
27,31/12/2017,"11,85","1,09","0,93","6,71","0,59","R$ 1,26 B","0,00%"
28,30/09/2017,"9,95","0,80","0,70","3,63","0,44","R$ 901,80 M","0,00%"
29,30/06/2017,"9,94","0,76","0,69","4,12","0,43","R$ 825,12 M","0,00%"
30,31/03/2017,"11,63","0,77","0,72","7,80","0,44","R$ 823,50 M","0,00%"
31,31/12/2016,"13,96","0,75","0,75","5,77","0,42","R$ 791,10 M","0,00%"
32,30/09/2016,"395,14","8,22","9,54","115,59","4,88","R$ 9,27 B","0,00%"
33,30/06/2016,"756,75","8,39","10,04","137,43","4,74","R$ 9,27 B","0,00%"
34,31/03/2016,"391,84","8,46","10,24","497,53","4,67","R$ 9,27 B","0,00%"
35,31/12/2015,"305,87","8,50","10,90","-108,47","4,87","R$ 9,27 B","0,00%"
36,30/09/2015,"-524,84","8,40","11,56","-52,10","4,72","R$ 9,27 B","0,00%"
37,30/06/2015,"-169,48","8,50","13,06","-61,09","4,68","R$ 9,27 B","0,00%"
38,31/03/2015,"-100,00","8,66","14,41","-180,18","4,31","R$ 9,27 B","0,00%"
39,31/12/2014,"-65,47","8,76","16,27","479,67","4,36","R$ 9,27 B","0,00%"
40,30/09/2014,"-187,68","9,05","14,80","29,28","4,14","R$ 9,27 B","0,00%"
41,30/06/2014,"-121,22","8,83","13,37","25,40","4,11","R$ 9,27 B","0,00%"
42,31/03/2014,"-109,71","8,69","11,84","39,41","4,02","R$ 9,27 B","0,00%"
43,31/12/2013,"-101.995,07","7.771,90","11.344,89","41.894,63","3.699,04","R$ 9,27 T","0,00%"
44,30/09/2013,"-50,64","5,51","10,87","117,34","2,88","R$ 9,28 B","0,00%"
45,30/06/2013,"-62,01","5,34","9,61","114,44","2,85","R$ 9,28 B","0,00%"
46,31/03/2013,"-68,21","5,16","9,54","55,91","2,86","R$ 9,28 B","0,00%"
47,31/12/2012,"-75,50","5,03","8,24","589,89","2,79","R$ 9,28 B","0,00%"
48,30/09/2012,"-14,55","4,59","15,84","-143,23","2,63","R$ 9,27 B","0,00%"
49,30/06/2012,"-13,76","4,55","18,45","-13,88","2,54","R$ 9,27 B","0,00%"
50,31/03/2012,"-13,95","4,52","17,55","-12,95","2,62","R$ 9,27 B","0,00%"
51,31/12/2011,"-14,05","4,45","20,80","-16,53","2,66","R$ 9,27 B","0,00%"
52,30/09/2011,"101,64","4,09","7,12","-14,52","2,38","R$ 9,27 B","0,00%"
53,30/06/2011,"65,75","3,93","5,80","-13,19","2,11","R$ 7,67 B","0,00%"
54,31/03/2011,"70,81","3,98","5,96","-16,43","2,23","R$ 7,67 B","0,00%"
55,31/12/2010,"47,42","3,43","4,56","-9,18","1,80","R$ 5,87 B","0,00%"
56,30/09/2010,NA,"4,97",NA,"31,75","1,95","R$ 5,87 B","0,00%"
57,30/06/2010,NA,"5,03",NA,"50,30","2,10","R$ 5,87 B","0,00%"
58,31/03/2010,NA,"5,09",NA,"-790,43","2,38","R$ 5,87 B","0,00%"
