,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 26/09/2024,"16,30","2,78","1,43","2,99","0,45","R$ 26,22 B","5,53%"
1,30/06/2024,"16,99","2,89","1,49","3,11","0,47","R$ 27,20 B","4,78%"
2,31/03/2024,"13,36","2,31","1,48","3,34","0,46","R$ 26,00 B","5,22%"
3,31/12/2023,"9,00","2,09","1,35","3,19","0,44","R$ 24,28 B","6,27%"
4,30/09/2023,"8,67","2,23","1,34","2,99","0,48","R$ 24,93 B","6,32%"
5,30/06/2023,"5,64","2,17","1,30","2,66","0,52","R$ 25,53 B","6,67%"
6,31/03/2023,"4,82","2,10","1,09","2,48","0,45","R$ 22,46 B","7,43%"
7,31/12/2022,"4,84","2,26","1,08","2,57","0,45","R$ 21,65 B","7,85%"
8,30/09/2022,"5,22","2,64","1,22","3,69","0,52","R$ 23,80 B","6,55%"
9,30/06/2022,"5,70","2,74","1,19","3,62","0,49","R$ 21,96 B","5,26%"
10,31/03/2022,"6,56","2,77","1,37","4,20","0,59","R$ 24,43 B","3,34%"
11,31/12/2021,"9,31","4,90","1,71","5,75","0,67","R$ 29,44 B","1,46%"
12,30/09/2021,"7,79","4,97","1,77","6,48","0,66","R$ 28,15 B","0,00%"
13,30/06/2021,"13,10","5,28","2,02","4,93","0,74","R$ 29,23 B","0,00%"
14,31/03/2021,"30,17","10,37","2,48","5,79","0,82","R$ 32,04 B","0,00%"
15,31/12/2020,"-12,68","8,28","2,64","5,45","0,89","R$ 32,09 B","0,08%"
16,30/09/2020,"-8,71","10,80","2,47","5,28","0,78","R$ 28,11 B","1,94%"
17,30/06/2020,"-9,06","9,11","2,37","6,97","0,68","R$ 25,41 B","2,94%"
18,31/03/2020,"-8,39","6,67","1,85","6,12","0,57","R$ 19,23 B","4,86%"
19,31/12/2019,"33,76","3,77","2,22","7,73","0,66","R$ 23,02 B","4,08%"
20,30/09/2019,"17,79","2,82","1,62","6,58","0,45","R$ 17,35 B","6,11%"
21,30/06/2019,"20,11","2,82","1,61","7,30","0,49","R$ 17,79 B","4,95%"
22,31/03/2019,"-96,11","2,97","1,75","6,67","0,60","R$ 19,45 B","5,34%"
23,31/12/2018,"154,28","3,37","2,12","7,61","0,72","R$ 23,81 B","4,45%"
24,30/09/2018,"-24,82","3,34","2,11","8,16","0,68","R$ 22,50 B","3,44%"
25,30/06/2018,"-41,75","3,58","2,44","10,36","0,76","R$ 25,20 B","2,98%"
26,31/03/2018,"409,69","3,12","2,58","13,23","0,79","R$ 26,25 B","2,50%"
27,31/12/2017,"31,86","2,34","2,02","9,45","0,55","R$ 18,50 B","3,13%"
28,30/09/2017,"25,22","2,44","2,27","10,21","0,61","R$ 20,12 B","2,68%"
29,30/06/2017,"42,12","2,16","1,97","7,40","0,52","R$ 17,27 B","3,12%"
30,31/03/2017,"7,44","1,95","2,00","9,14","0,50","R$ 16,61 B","3,51%"
31,31/12/2016,"5,93","2,07","2,08","12,25","0,50","R$ 16,44 B","3,14%"
32,30/09/2016,"5,43","2,14","2,34","11,95","0,56","R$ 17,40 B","2,86%"
33,30/06/2016,"10,24","2,10","2,51","12,03","0,55","R$ 18,42 B","3,31%"
34,31/03/2016,"31,08","2,72","2,92","11,52","0,63","R$ 18,97 B","2,40%"
35,31/12/2015,"-15,18","3,55","3,35","10,93","0,72","R$ 22,66 B","2,71%"
36,30/09/2015,"-11,37","4,33","4,04","12,42","0,86","R$ 22,68 B","1,74%"
37,30/06/2015,"-36,02","3,06","3,84","11,87","0,86","R$ 20,31 B","1,78%"
38,31/03/2015,"-28,20","2,74","3,42","9,20","0,77","R$ 17,34 B","2,08%"
39,31/12/2014,"19,43","2,01","2,90","9,12","0,67","R$ 14,44 B","2,42%"
40,30/09/2014,"12,42","1,50","2,24","8,21","0,53","R$ 10,98 B","2,29%"
41,30/06/2014,"9,96","1,43","2,22","10,28","0,54","R$ 10,69 B","0,87%"
42,31/03/2014,"15,55","1,51","2,28","11,25","0,61","R$ 11,11 B","0,86%"
43,31/12/2013,"38,59","2,08","2,43","10,84","0,75","R$ 10,88 B","0,00%"
44,30/09/2013,"25,96","1,97","2,43","9,62","0,76","R$ 10,32 B","0,00%"
45,30/06/2013,"19,63","1,99","2,49","10,13","0,75","R$ 10,11 B","0,00%"
46,31/03/2013,"21,77","1,92","2,53","9,90","0,76","R$ 12,58 B","0,00%"
47,31/12/2012,"14,33","1,99","2,59","11,54","0,76","R$ 12,95 B","0,00%"
48,30/09/2012,"14,81","2,01","2,64","13,24","0,75","R$ 10,33 B","0,00%"
49,30/06/2012,"69,99","2,14","2,70","13,15","0,77","R$ 8,05 B","0,00%"
50,31/03/2012,"21,51","1,99","2,76","17,27","0,80","R$ 8,05 B","0,00%"
51,31/12/2011,"58,98","2,17","2,77","14,79","0,85","R$ 7,72 B","0,00%"
52,30/09/2011,"37,76","2,23","2,82","14,70","0,85","R$ 5,70 B","0,00%"
53,30/06/2011,"14,29","2,10","2,82","14,34","0,87","R$ 4,98 B","0,00%"
54,31/03/2011,"16,37","2,10","2,85","12,86","0,88","R$ 5,48 B","0,00%"
55,31/12/2010,"19,25","2,16","2,94","11,80","0,88","R$ 5,49 B","0,00%"
56,30/09/2010,"39,01","2,24","3,05","9,98","0,88","R$ 4,45 B","0,00%"
57,30/06/2010,"61,34","2,29","3,26","10,72","0,91","R$ 4,84 B","0,00%"
58,31/03/2010,"28,56","2,29","3,50","10,37","0,92","R$ 5,02 B","0,00%"
59,31/12/2009,"32,37","4,51","3,64","12,87","1,35","R$ 4,67 B","0,00%"
60,30/09/2009,"52,86","4,03","3,64","25,58","1,37","R$ 4,55 B","0,00%"
61,30/06/2009,"-45,93","4,24","3,62","33,04","1,37","R$ 4,15 B","0,00%"
62,31/03/2009,"-27,73","4,74","3,50","588,47","1,32","R$ 3,50 B","0,00%"
63,31/12/2008,"-30,91","4,80","3,48","-98,35","1,31","R$ 3,07 B","0,00%"
64,30/09/2008,"152,10","4,11","3,64",NA,"1,30","R$ 3,56 B","0,00%"
65,30/06/2008,"21,49","3,60","3,70",NA,"1,33","R$ 6,72 B","0,00%"
66,31/03/2008,"20,22","3,82","3,79",NA,"1,33","R$ 8,51 B","0,00%"
67,31/12/2007,"17,34","3,93","3,85",NA,"1,35","R$ 7,98 B","0,00%"
68,30/09/2007,"16,32","3,86","3,82",NA,"1,41","R$ 11,63 B","0,00%"
69,30/06/2007,"18,42","3,87","3,84",NA,"1,50","R$ 6,10 B","0,00%"
70,31/03/2007,"22,63","4,17","3,91",NA,"1,65","R$ 5,73 B","0,00%"
71,31/12/2006,"22,76","4,38","3,97",NA,"1,76","R$ 5,80 B","0,00%"
72,30/09/2006,"27,71","4,38","4,02",NA,"2,01","R$ 4,56 B","0,00%"
73,30/06/2006,"30,68","4,30","4,10",NA,"2,01","R$ 4,56 B","0,00%"
74,31/03/2006,"31,37","4,48","4,02",NA,"2,19","R$ 4,85 B","0,00%"
75,31/12/2005,"34,87","4,80","3,98",NA,"2,30","R$ 3,78 B","0,00%"
76,30/09/2005,"28,95","4,71","3,93",NA,"2,29","R$ 3,51 B","0,00%"
77,30/06/2005,"24,35","4,63","3,80",NA,"2,34","R$ 3,94 B","0,00%"
78,31/03/2005,"23,24","4,82","3,89",NA,"2,33","R$ 3,89 B","0,00%"
79,31/12/2004,"23,69","5,12","3,95",NA,"2,47","R$ 4,57 B","0,00%"
80,30/09/2004,"25,25","4,94","4,11",NA,"2,66","R$ 4,27 B","0,00%"
81,30/06/2004,"78,37","5,27","4,18",NA,"2,61","R$ 3,96 B","0,00%"
82,31/03/2004,"10,20","5,57","3,95",NA,"2,66","R$ 3,51 B","0,00%"
83,31/12/2003,"10,78","5,94","3,63",NA,"2,82","R$ 3,34 B","0,00%"
84,30/09/2003,"8,05","5,51","3,30",NA,"2,85","R$ 2,86 B","0,00%"
85,30/06/2003,"9,73","4,95","3,22",NA,"1,84","R$ 2,75 B","0,00%"
