,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"10,28%","10,95%","15,57%","16,59%","15,30%","2,43%","17,75%","2,95%","14,11%","20,68%","0,82","6,88","5,88","4,34"
1,30/06/2024,"11,10%","11,72%","16,82%","17,76%","15,83%","2,68%","18,05%","3,11%","14,53%","20,85%","0,86","7,06","6,06","4,55"
2,31/03/2024,"15,02%","14,61%","22,76%","22,14%","24,89%","4,23%","18,17%","4,44%","16,45%","22,49%","0,95","8,29","7,29","4,86"
3,31/12/2023,"15,24%","14,82%","23,10%","22,46%","24,88%","4,27%","18,38%","4,64%","16,92%","22,81%","0,92","7,10","6,10","3,96"
4,30/09/2023,"15,42%","15,12%","23,36%","22,91%","26,85%","5,01%","18,55%","5,27%","17,05%","22,94%","0,95","6,30","5,30","3,53"
5,30/06/2023,"14,71%","14,40%","22,29%","21,81%","26,88%","5,10%","18,43%","5,43%","17,19%","22,85%","0,94","5,90","4,90","3,41"
6,31/03/2023,"10,73%","10,54%","16,26%","15,98%","13,87%","2,66%","18,08%","2,99%","13,08%","18,54%","0,89","5,88","4,88","3,91"
7,31/12/2022,"9,98%","9,92%","15,13%","15,03%","14,67%","2,73%","17,29%","3,22%","12,77%","17,93%","0,85","5,83","4,83","3,98"
8,30/09/2022,"10,74%","10,76%","16,28%","16,30%","11,49%","2,48%","16,53%","2,72%","12,38%","17,40%","0,91","5,36","4,36","3,92"
9,30/06/2022,"10,14%","10,00%","15,36%","15,16%","15,76%","3,46%","15,98%","3,79%","11,80%","16,97%","0,91","5,27","4,27","4,41"
10,31/03/2022,"11,86%","10,97%","17,97%","16,62%","22,46%","5,49%","15,48%","5,58%","12,61%","17,94%","0,98","5,22","4,22","4,47"
11,31/12/2021,"10,35%","9,79%","15,69%","14,83%","25,47%","5,60%","15,38%","6,30%","12,20%","17,65%","0,89","5,38","4,38","5,00"
12,30/09/2021,"8,29%","8,01%","12,56%","12,13%","23,09%","5,90%","14,53%","6,52%","11,41%","17,40%","0,90","4,63","3,63","4,51"
13,30/06/2021,"1,25%","1,33%","1,90%","2,01%","17,50%","1,09%","13,25%","7,35%","10,74%","17,31%","0,15","4,55","3,55","4,88"
14,31/03/2021,"0,86%","0,92%","1,30%","1,39%","19,32%","1,19%","12,13%","8,52%","7,67%","15,03%","0,14","4,09","3,09","5,35"
15,31/12/2020,"0,78%","0,84%","1,18%","1,28%","13,41%","0,89%","10,67%","6,39%","6,91%","15,26%","0,14","4,55","3,55","5,72"
16,30/09/2020,"4,50%","4,87%","6,82%","7,38%","17,82%","1,13%","20,82%","2,45%","11,92%","21,69%","0,46","3,91","2,91","1,23"
17,30/06/2020,"3,92%","4,11%","5,94%","6,23%","24,18%","1,30%","20,74%","2,49%","8,93%","19,81%","0,52","16,12","15,12","8,60"
18,31/03/2020,"4,73%","4,97%","7,17%","7,53%","17,35%","0,85%","21,32%","1,45%","9,88%","19,91%","0,58","16,28","15,28","7,80"
19,31/12/2019,"6,22%","6,56%","9,42%","9,94%","29,99%","1,42%","21,26%","2,33%","12,38%","21,84%","0,61","15,05","14,05","6,58"
20,30/09/2019,"6,18%","6,55%","9,37%","9,92%","31,67%","1,30%","21,25%","2,08%","12,12%","21,09%","0,62","15,79","14,79","7,15"
21,30/06/2019,"6,26%","6,61%","9,48%","10,01%","35,22%","1,34%","21,52%","2,17%","12,28%","20,97%","0,62","18,59","17,59","6,95"
22,31/03/2019,"6,38%","6,79%","9,67%","10,30%","25,48%","1,25%","21,86%","1,98%","12,18%","20,58%","0,63","20,41","19,41","7,03"
23,31/12/2018,"7,17%","7,69%","10,86%","11,66%","19,11%","1,14%","21,87%","1,63%","11,90%","19,78%","0,70","21,08","20,08","7,08"
