,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 13/09/2024,"11,36","0,90","0,62","3,31","0,07","R$ 156,96 B","8,42%",81
1,30/06/2024,"9,96","0,79","0,54","2,90","0,06","R$ 137,26 B","9,58%",81
2,31/03/2024,"10,16","0,79","0,53","-37,63","0,07","R$ 139,56 B","8,17%",81
3,31/12/2023,"9,43","0,81","0,53","-756,70","0,07","R$ 141,48 B","7,88%",81
4,30/09/2023,"10,91","0,86","0,57","2,97","0,08","R$ 152,91 B","6,67%",81
5,30/06/2023,"10,34","0,94","0,63","12,60","0,08","R$ 166,11 B","6,13%",81
6,31/03/2023,"7,21","0,81","0,55","4,05","0,07","R$ 141,10 B","7,24%",81
7,31/12/2022,"6,27","0,83","0,56","3,15","0,07","R$ 139,29 B","7,40%",81
8,30/09/2022,"6,44","1,04","0,77","0,69","0,09","R$ 183,19 B","3,64%",81
9,30/06/2022,"6,17","1,03","0,82","0,81","0,09","R$ 178,29 B","3,75%",81
10,31/03/2022,"6,39","1,01","0,88","0,86","0,09","R$ 172,05 B","5,71%",81
11,31/12/2021,"7,91","1,22","1,21","-1,80","0,11","R$ 202,07 B","4,92%",81
12,30/09/2021,"6,63","1,09","1,40","-2,84","0,11","R$ 172,92 B","6,35%",81
13,30/06/2021,"9,34","1,39","1,87","-2.924,69","0,15","R$ 220,88 B","5,07%",81
14,31/03/2021,"10,36","1,39","1,88","2,92","0,14","R$ 215,73 B","2,75%",81
15,31/12/2020,"12,42","1,35","1,59","1,38","0,12","R$ 210,36 B","2,93%",81
16,30/09/2020,"10,50","1,22","1,65","1,05","0,12","R$ 176,92 B","3,75%",81
17,30/06/2020,"10,83","1,41","1,87","2,50","0,14","R$ 199,18 B","7,28%",81
18,31/03/2020,"7,73","1,20","1,44","5,65","0,13","R$ 162,81 B","9,78%",81
19,31/12/2019,"12,37","1,93","1,74","-13,37","0,19","R$ 266,11 B","5,67%",81
20,30/09/2019,"11,63","1,92","2,23","-7,19","0,23","R$ 274,25 B","5,68%",81
21,30/06/2019,"12,24","2,01","2,26","19,15","0,24","R$ 282,27 B","2,73%",81
22,31/03/2019,"12,23","1,97","2,25","-18,93","0,22","R$ 270,42 B","2,81%",81
23,31/12/2018,"16,31","2,18","1,98","-41,64","0,21","R$ 287,34 B","2,58%",81
24,30/09/2018,"12,02","1,85","2,03","-5,58","0,20","R$ 228,81 B","3,38%",81
25,30/06/2018,"11,88","1,65","1,69","-6,25","0,18","R$ 195,78 B","3,80%",81
26,31/03/2018,"14,49","1,92","1,79","42,32","0,21","R$ 225,72 B","3,18%",81
27,31/12/2017,"13,66","1,99","1,45","6,56","0,19","R$ 237,85 B","3,01%",81
28,30/09/2017,"13,48","1,77","1,32","3,34","0,18","R$ 200,07 B","2,05%",81
29,30/06/2017,"12,15","1,68","1,21","2,60","0,17","R$ 180,70 B","4,10%",81
30,31/03/2017,"13,31","1,91","1,30","2,60","0,18","R$ 202,33 B","3,69%",81
31,31/12/2016,"9,69","1,65","0,95","3,21","0,15","R$ 173,33 B","3,86%",81
32,30/09/2016,"10,09","1,62","1,13","21,71","0,16","R$ 160,50 B","5,70%",81
33,30/06/2016,"9,52","1,65","1,17","-2,93","0,17","R$ 155,95 B","3,71%",81
34,31/03/2016,"8,45","1,55","1,11","-1,65","0,15","R$ 138,31 B","3,65%",81
35,31/12/2015,"5,35","1,07","0,73","-1,66","0,09","R$ 92,39 B","6,58%",81
36,30/09/2015,"7,05","1,38","1,00","-6,53","0,12","R$ 112,44 B","4,18%",81
37,30/06/2015,"8,29","1,58","1,20","2,84","0,15","R$ 137,02 B","3,59%",81
38,31/03/2015,"9,56","1,81","1,37","2,19","0,16","R$ 155,90 B","3,18%",81
39,31/12/2014,"9,33","1,74","1,23","1,75","0,15","R$ 144,58 B","3,53%",81
40,30/09/2014,"10,33","1,85","1,51","3,39","0,16","R$ 149,02 B","2,67%",81
41,30/06/2014,"11,14","1,94","1,58","126,23","0,17","R$ 147,23 B","2,63%",81
42,31/03/2014,"11,74","2,01","1,63","1,39","0,16","R$ 144,25 B","2,66%",81
43,31/12/2013,"9,61","1,66","1,29","1,19","0,14","R$ 113,64 B","2,80%",81
44,30/09/2013,"12,89","2,27","1,73","1,67","0,18","R$ 144,77 B","2,57%",81
45,30/06/2013,"11,63","2,05","1,57","1,70","0,15","R$ 128,13 B","2,89%",81
46,31/03/2013,"12,32","2,04","1,66","4,73","0,16","R$ 138,84 B","2,67%",81
47,31/12/2012,"11,99","1,90","1,35","2,62","0,17","R$ 137,67 B","2,68%",81
48,30/09/2012,"9,03","1,53","1,14","1,63","0,13","R$ 111,32 B","3,77%",81
49,30/06/2012,"8,16","1,43","0,99","3,48","0,12","R$ 101,15 B","4,13%",81
50,31/03/2012,"8,84","1,69","1,08","-7,05","0,13","R$ 107,29 B","3,66%",81
51,31/12/2011,"9,05","1,68","1,07","-2,68","0,14","R$ 109,66 B","3,77%",81
52,30/09/2011,"8,46","1,78","1,13","-0,91","0,13","R$ 106,08 B","3,52%",81
53,30/06/2011,"8,45","1,76","1,17","-1,13","0,13","R$ 101,59 B","3,61%",81
54,31/03/2011,"9,61","1,99","1,36","-2,10","0,15","R$ 111,95 B","3,22%",81
55,31/12/2010,"9,24","1,80","1,21","-3,30","0,15","R$ 103,84 B","3,26%",81
56,30/09/2010,"11,19","2,24","1,32","-2,12","0,17","R$ 117,86 B","2,62%",81
57,30/06/2010,"11,33","2,17","1,30","-16,30","0,17","R$ 108,73 B","2,78%",81
58,31/03/2010,"10,27","2,00","1,17","-8,29","0,16","R$ 96,63 B","3,04%",81
59,31/12/2009,"11,16","2,14","1,20","42,21","0,18","R$ 99,13 B","2,84%",81
60,30/09/2009,"11,67","2,23","1,12","-4,59","0,18","R$ 97,16 B","3,12%",81
61,30/06/2009,"10,23","2,07","1,00","-3,73","0,16","R$ 84,81 B","3,50%",81
62,31/03/2009,"9,90","2,03","0,97","-1,38","0,15","R$ 79,45 B","3,60%",81
63,31/12/2008,"7,21","1,60","0,80","-0,95","0,12","R$ 58,54 B","4,79%",81
64,30/09/2008,"6,13","1,47","0,82",,"0,12","R$ 54,55 B","5,55%",81
65,30/06/2008,"10,41","2,50","1,48",,"0,21","R$ 88,98 B","3,31%",81
66,31/03/2008,"11,47","2,93","1,77",,"0,27","R$ 104,41 B","2,84%",81
67,31/12/2007,"11,29","2,98","1,73",,"0,27","R$ 94,83 B","2,96%",81
68,30/09/2007,"14,50","3,73","2,15",,"0,34","R$ 110,91 B","0,71%",81
69,30/06/2007,"16,89","3,64","2,02",,"0,34","R$ 98,80 B","2,11%",81
70,31/03/2007,"17,61","3,54","1,92",,"0,33","R$ 92,11 B","2,31%",81
71,31/12/2006,"16,08","3,30","1,73",,"0,31","R$ 82,25 B","2,96%",81
72,30/09/2006,"15,02","3,32","1,54",,"0,30","R$ 74,75 B","4,43%",81
73,30/06/2006,"11,09","3,11","1,47",,"0,29","R$ 68,78 B","2,79%",81
74,31/03/2006,"13,41","3,84","1,85",,"0,36","R$ 79,35 B","2,31%",81
75,31/12/2005,"14,39","4,09","1,93",,"0,38","R$ 82,69 B","1,86%",81
76,30/09/2005,"10,89","3,05","1,50",,"0,28","R$ 57,81 B","2,69%",81
77,30/06/2005,"8,83","2,24","1,17",,"0,20","R$ 41,34 B","3,78%",81
78,31/03/2005,"9,58","2,12","1,04",,"0,18","R$ 38,59 B","3,78%",81
79,31/12/2004,"8,37","1,68","0,80",,"0,14","R$ 28,02 B","5,01%",81
80,30/09/2004,"8,43","1,56","0,70",,"0,13","R$ 25,35 B","5,30%",81
81,30/06/2004,"7,31","1,35","0,53",,"0,10","R$ 20,35 B","6,58%",81
82,31/03/2004,"6,46","1,14","0,48",,"0,10","R$ 17,28 B","8,39%",81
83,31/12/2003,"8,46","1,44","0,61",,"0,11","R$ 21,48 B","6.779,13%",81
84,30/09/2003,"6,70","1,18","0,56",,"0,09","R$ 17,18 B","7.449,27%",81
85,30/06/2003,"6,74","1,16","0,41",,"0,09","R$ 16,12 B","7.846,91%",81
86,31/03/2003,"7,38","1,33","0,41",,"0,11","R$ 17,11 B","6.224,28%",81
87,31/12/2002,"6,04","1,13","0,34",,"0,09","R$ 13,35 B","7.422,71%",81
88,30/09/2002,"13,25","1,10","0,38",,"0,08","R$ 12,68 B","7.013,36%",81
89,30/06/2002,"12,71","1,21","0,55",,"0,10","R$ 12,75 B","6.570,41%",81
90,31/03/2002,"7,37","1,62","0,97",,"0,18","R$ 17,56 B","5.143,81%",81
91,31/12/2001,"6,73","1,49","0,90",,"0,18","R$ 15,99 B","5.562,08%",81
92,30/06/2001,"7,54","1,50","1,00",,"0,18","R$ 15,18 B","5,62%",81
93,31/03/2001,"9,66","1,68","1,15",,"0,20","R$ 15,70 B","5,49%",81
94,31/12/2000,"7,85","1,69","1,19",,"0,21","R$ 15,08 B","5,67%",81
