,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 24/09/2024,"6,09","3,11","1,26","7,36","0,87","R$ 13,37 B","12,56%"
1,30/06/2024,"6,99","3,57","1,45","8,45","1,00","R$ 15,35 B","10,94%"
2,31/03/2024,"6,79","2,99","1,45","7,85","1,04","R$ 15,15 B","11,08%"
3,31/12/2023,"8,19","3,92","1,76","9,75","1,28","R$ 18,22 B","1,80%"
4,30/09/2023,"6,69","3,17","1,42","7,49","0,98","R$ 14,12 B","14,10%"
5,30/06/2023,"7,40","3,49","1,44","9,38","1,01","R$ 13,33 B","14,94%"
6,31/03/2023,"8,58","4,33","1,59","8,60","1,11","R$ 14,29 B","13,92%"
7,31/12/2022,"8,50","4,58","1,55","7,77","1,03","R$ 13,23 B","14,75%"
8,30/09/2022,"10,54","3,35","1,69","9,87","1,15","R$ 14,59 B","4,39%"
9,30/06/2022,"8,70","3,04","1,34","12,16","0,95","R$ 12,11 B","8,03%"
10,31/03/2022,"9,72","3,21","1,40","11,51","0,98","R$ 11,82 B","8,22%"
11,31/12/2021,"14,00","4,27","1,77","13,48","1,18","R$ 14,36 B","6,31%"
12,30/09/2021,"11,82","3,08","1,49","9,36","0,87","R$ 11,12 B","8,95%"
13,30/06/2021,"16,18","3,83","2,09","7,01","1,09","R$ 13,66 B","4,85%"
14,31/03/2021,"12,98","2,73","1,55","5,57","0,76","R$ 9,52 B","8,82%"
15,31/12/2020,"12,36","2,63","1,51","5,63","0,73","R$ 8,89 B","6,97%"
16,30/09/2020,"10,21","1,91","1,22","5,47","0,56","R$ 6,95 B","2,55%"
17,30/06/2020,"12,80","2,21","1,32","6,61","0,64","R$ 7,41 B","4,48%"
18,31/03/2020,"13,95","2,15","1,31","7,64","0,65","R$ 7,37 B","4,50%"
19,31/12/2019,"14,32","2,03","1,20","6,81","0,67","R$ 6,73 B","2,63%"
20,30/09/2019,"11,59","1,95","1,18","5,00","0,63","R$ 6,40 B","3,81%"
21,30/06/2019,"12,64","2,06","1,18","6,70","0,66","R$ 6,40 B","3,81%"
