,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 5,16 M","R$ 390,00 mil","- R$ 1,36 M","- R$ 323,00 mil","- R$ 1,03 M","- R$ 2,31 M","- R$ 0,07"
1,31/03/2024,"R$ 9,92 M","R$ 1,41 M","- R$ 1,74 M","- R$ 339,00 mil","- R$ 1,40 M","- R$ 2,36 M","- R$ 0,02"
2,31/12/2023,"R$ 12,25 M","R$ 956,00 mil","- R$ 1,20 M","- R$ 343,00 mil","- R$ 859,00 mil","- R$ 2,15 M","- R$ 0,02"
3,30/09/2023,"R$ 10,15 M","R$ 1,01 M","- R$ 998,00 mil","- R$ 340,00 mil","- R$ 658,00 mil","- R$ 2,02 M","- R$ 0,02"
4,30/06/2023,"R$ 15,53 M","R$ 2,17 M","R$ 130,00 mil","- R$ 338,00 mil","R$ 468,00 mil","- R$ 730,00 mil","- R$ 0,01"
5,31/03/2023,"R$ 18,82 M","R$ 2,20 M","- R$ 227,00 mil","- R$ 309,00 mil","R$ 82,00 mil","- R$ 266,00 mil","- R$ 0,01"
6,31/12/2022,"R$ 17,31 M","R$ 2,48 M","R$ 6,58 M","- R$ 293,00 mil","R$ 6,87 M","- R$ 10,52 M","- R$ 0,28"
7,30/09/2022,"R$ 14,64 M","R$ 1,88 M","- R$ 364,00 mil","- R$ 300,00 mil","- R$ 65,00 mil","- R$ 958,00 mil","- R$ 0,03"
8,30/06/2022,"R$ 23,11 M","R$ 2,00 M","- R$ 259,00 mil","- R$ 284,00 mil","R$ 25,00 mil","- R$ 1,18 M","- R$ 0,03"
9,31/03/2022,"R$ 19,04 M","R$ 2,66 M","R$ 1,15 M","- R$ 269,00 mil","R$ 1,42 M","R$ 106,00 mil","R$ 0,00"
10,31/12/2021,"R$ 13,66 M","R$ 1,46 M","- R$ 63,00 mil","- R$ 250,00 mil","R$ 187,00 mil","- R$ 1,07 M","- R$ 0,01"
11,30/09/2021,"R$ 19,05 M","R$ 2,05 M","- R$ 159,00 mil","- R$ 217,00 mil","R$ 59,00 mil","- R$ 865,00 mil","- R$ 0,01"
12,30/06/2021,"R$ 14,57 M","R$ 2,41 M","R$ 625,00 mil","- R$ 216,00 mil","R$ 841,00 mil","R$ 197,00 mil","R$ 0,00"
13,31/03/2021,"R$ 12,29 M","R$ 2,11 M","R$ 428,00 mil","- R$ 197,00 mil","R$ 625,00 mil","R$ 105,00 mil","R$ 0,00"
14,31/12/2020,"R$ 8,47 M","R$ 1,43 M","- R$ 159,00 mil","- R$ 174,00 mil","R$ 15,00 mil","- R$ 559,00 mil","- R$ 0,01"
15,30/09/2020,"R$ 9,95 M","R$ 2,12 M","R$ 848,00 mil","- R$ 253,00 mil","R$ 1,10 M","R$ 500,00 mil","R$ 0,01"
16,30/06/2020,"R$ 5,88 M","R$ 1,19 M","R$ 6,00 mil","- R$ 197,00 mil","R$ 398,00 mil","- R$ 527,00 mil","- R$ 0,01"
17,31/03/2020,"R$ 4,22 M","R$ 890,00 mil","- R$ 228,00 mil","- R$ 132,00 mil","- R$ 96,00 mil","- R$ 1,26 M","- R$ 0,02"
18,31/12/2019,"R$ 3,28 M","R$ 848,00 mil","- R$ 138,00 mil","- R$ 75,00 mil","- R$ 63,00 mil","- R$ 958,00 mil","- R$ 0,01"
19,30/09/2019,"R$ 6,02 M","R$ 1,48 M","R$ 533,00 mil","- R$ 78,00 mil","R$ 611,00 mil","- R$ 452,00 mil","- R$ 0,01"
20,30/06/2019,"R$ 6,26 M","R$ 1,45 M","R$ 279,00 mil","- R$ 77,00 mil","R$ 355,00 mil","- R$ 598,00 mil","- R$ 0,01"
21,31/03/2019,"R$ 3,10 M","R$ 601,00 mil","- R$ 433,00 mil","- R$ 79,00 mil","- R$ 354,00 mil","- R$ 1,45 M","- R$ 0,29"
22,31/12/2018,"R$ 3,29 M","R$ 463,00 mil","- R$ 1,53 M","- R$ 78,00 mil","- R$ 1,45 M","- R$ 2,36 M","- R$ 0,46"
23,30/09/2018,"R$ 1,18 M","R$ 198,00 mil","- R$ 264,00 mil","- R$ 78,00 mil","- R$ 185,00 mil","- R$ 3,15 M","- R$ 0,62"
24,30/06/2018,"R$ 0,00","R$ 0,00","- R$ 920,00 mil","- R$ 74,00 mil","- R$ 846,00 mil","- R$ 3,47 M","- R$ 0,68"
25,31/03/2018,"R$ 0,00","R$ 0,00","- R$ 2,27 M","- R$ 73,00 mil","- R$ 2,20 M","- R$ 4,16 M","- R$ 0,82"
26,31/12/2017,"R$ 26,00 mil","R$ 26,00 mil","- R$ 1,10 M","- R$ 86,00 mil","- R$ 1,02 M","- R$ 6,51 M","- R$ 1,28"
27,30/09/2017,"R$ 9,00 mil","R$ 9,00 mil","- R$ 18,86 M","- R$ 77,00 mil","- R$ 18,79 M","- R$ 20,55 M","- R$ 0,54"
28,30/06/2017,"R$ 0,00","R$ 0,00","- R$ 2,21 M","- R$ 77,00 mil","- R$ 2,13 M","- R$ 3,66 M","- R$ 0,10"
29,31/03/2017,"R$ 0,00","R$ 0,00","- R$ 4,14 M","- R$ 79,00 mil","- R$ 4,06 M","- R$ 6,18 M","- R$ 162,19"
30,31/12/2016,"R$ 0,00","R$ 0,00","- R$ 722,00 mil","- R$ 82,00 mil","- R$ 640,00 mil","- R$ 2,76 M","- R$ 0,07"
31,30/09/2016,"R$ 0,00","R$ 0,00","- R$ 3,85 M","- R$ 81,00 mil","- R$ 3,63 M","- R$ 19,56 M","- R$ 0,51"
32,30/06/2016,"R$ 0,00","R$ 0,00","- R$ 942,00 mil","- R$ 82,00 mil","- R$ 860,00 mil","- R$ 4,11 M","- R$ 1,32"
33,31/03/2016,"R$ 0,00","R$ 0,00","- R$ 1,09 M","- R$ 89,00 mil","- R$ 1,00 M","- R$ 3,99 M","- R$ 1,28"
34,31/12/2015,"R$ 591,00 mil","R$ 205,00 mil","- R$ 691,00 mil","- R$ 94,00 mil","- R$ 597,00 mil","- R$ 3,95 M","- R$ 1,27"
35,30/09/2015,"R$ 0,00","R$ 0,00","- R$ 1,35 M","- R$ 99,00 mil","- R$ 1,25 M","- R$ 4,36 M","- R$ 1,40"
36,30/06/2015,"R$ 1.000,00","- R$ 2,00 mil","- R$ 1,17 M","- R$ 98,00 mil","- R$ 1,07 M","- R$ 4,02 M","- R$ 0,02"
37,31/03/2015,"R$ 0,00","R$ 0,00","- R$ 2,12 M","- R$ 66,00 mil","- R$ 2,05 M","- R$ 4,76 M","- R$ 0,02"
38,31/12/2014,"- R$ 12,00 mil","- R$ 1.000,00","- R$ 22,87 M","- R$ 100,00 mil","- R$ 22,77 M","- R$ 32,39 M","- R$ 0,14"
39,30/09/2014,"R$ 188,00 mil","- R$ 6,00 mil","R$ 2,97 M","- R$ 128,00 mil","R$ 3,09 M","- R$ 1,98 M","- R$ 0,01"
40,30/06/2014,"R$ 493,00 mil","R$ 103,00 mil","- R$ 1,32 M","- R$ 127,00 mil","- R$ 1,19 M","- R$ 4,04 M","- R$ 0,02"
41,31/03/2014,"R$ 1,39 M","R$ 321,00 mil","- R$ 1,41 M","- R$ 126,00 mil","- R$ 1,29 M","- R$ 4,32 M","- R$ 0,02"
42,31/12/2013,"R$ 3,95 M","R$ 1,08 M","- R$ 1,15 M","- R$ 129,00 mil","- R$ 1,02 M","- R$ 1,12 M","- R$ 0,00"
43,30/09/2013,"R$ 5,08 M","R$ 1,39 M","- R$ 787,00 mil","- R$ 129,00 mil","- R$ 659,00 mil","- R$ 919,00 mil","- R$ 0,00"
44,30/06/2013,"R$ 3,36 M","R$ 697,00 mil","- R$ 871,00 mil","- R$ 132,00 mil","- R$ 745,00 mil","- R$ 3,54 M","- R$ 0,02"
45,31/03/2013,"R$ 6,66 M","R$ 1,54 M","- R$ 47,00 mil","- R$ 133,00 mil","R$ 86,00 mil","- R$ 1,95 M","- R$ 0,01"
46,31/12/2012,"R$ 4,60 M","R$ 1,20 M","- R$ 2,13 M","- R$ 134,00 mil","- R$ 2,00 M","- R$ 4,71 M","- R$ 0,02"
47,30/09/2012,"R$ 1,09 M","R$ 180,00 mil","- R$ 1,94 M","- R$ 139,00 mil","- R$ 1,79 M","- R$ 3,59 M","- R$ 0,03"
48,30/06/2012,"R$ 1,75 M","R$ 565,00 mil","- R$ 1,87 M","- R$ 142,00 mil","- R$ 1,72 M","- R$ 3,92 M","- R$ 0,04"
49,31/03/2012,"R$ 5,51 M","R$ 1,41 M","- R$ 736,00 mil","- R$ 144,00 mil","- R$ 592,00 mil","- R$ 2,92 M","- R$ 0,05"
