,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 207,84 B","- R$ 56,66 B","- R$ 163,43 B","- R$ 6,05 B"
1,31/03/2024,"R$ 208,42 B","- R$ 50,20 B","- R$ 152,76 B","R$ 5,41 B"
2,31/12/2023,"R$ 215,70 B","- R$ 39,50 B","- R$ 153,44 B","R$ 19,89 B"
3,30/09/2023,"R$ 225,61 B","- R$ 35,82 B","- R$ 151,49 B","R$ 36,99 B"
4,30/06/2023,"R$ 232,29 B","- R$ 25,86 B","- R$ 237,76 B","- R$ 35,47 B"
5,31/03/2023,"R$ 256,35 B","- R$ 5,13 B","- R$ 283,96 B","- R$ 29,36 B"
6,31/12/2022,"R$ 255,41 B","- R$ 4,38 B","- R$ 264,16 B","- R$ 16,76 B"
7,30/09/2022,"R$ 239,23 B","R$ 11,03 B","- R$ 282,91 B","- R$ 35,78 B"
8,30/06/2022,"R$ 231,12 B","R$ 35,43 B","- R$ 230,11 B","R$ 36,22 B"
9,31/03/2022,"R$ 215,88 B","R$ 13,52 B","- R$ 205,93 B","R$ 13,48 B"
10,31/12/2021,"R$ 203,13 B","R$ 11,07 B","- R$ 220,30 B","- R$ 2,45 B"
11,30/09/2021,"R$ 189,44 B","R$ 6,13 B","- R$ 203,81 B","- R$ 12,24 B"
12,30/06/2021,"R$ 180,44 B","- R$ 17,50 B","- R$ 214,54 B","- R$ 57,49 B"
13,31/03/2021,"R$ 153,19 B","- R$ 24,22 B","- R$ 145,39 B","- R$ 12,25 B"
14,31/12/2020,"R$ 148,11 B","- R$ 23,46 B","- R$ 101,77 B","R$ 31,20 B"
15,30/09/2020,"R$ 141,10 B","- R$ 53,56 B","- R$ 88,79 B","R$ 16,78 B"
16,30/06/2020,"R$ 127,82 B","- R$ 53,06 B","- R$ 58,22 B","R$ 40,68 B"
17,31/03/2020,"R$ 119,01 B","- R$ 10,12 B","- R$ 83,27 B","R$ 43,94 B"
18,31/12/2019,"R$ 101,77 B","- R$ 7,95 B","- R$ 126,34 B","- R$ 24,13 B"
19,30/09/2019,"R$ 97,18 B","R$ 17,46 B","- R$ 120,78 B","- R$ 1,92 B"
20,30/06/2019,"R$ 86,28 B","R$ 6,85 B","- R$ 91,78 B","R$ 401,00 M"
21,31/03/2019,"R$ 91,38 B","- R$ 23,95 B","- R$ 105,79 B","- R$ 29,89 B"
22,31/12/2018,"R$ 95,85 B","- R$ 18,75 B","- R$ 106,08 B","- R$ 20,64 B"
23,30/09/2018,"R$ 89,31 B","- R$ 25,54 B","- R$ 94,25 B","- R$ 17,63 B"
24,30/06/2018,"R$ 91,40 B","- R$ 23,24 B","- R$ 88,18 B","- R$ 12,43 B"
25,31/03/2018,"R$ 85,46 B","- R$ 26,32 B","- R$ 55,61 B","R$ 5,49 B"
26,31/12/2017,"R$ 86,47 B","- R$ 35,22 B","- R$ 46,48 B","R$ 5,39 B"
27,30/09/2017,"R$ 90,48 B","- R$ 29,81 B","- R$ 54,17 B","R$ 4,37 B"
28,30/06/2017,"R$ 93,17 B","- R$ 26,10 B","- R$ 53,69 B","R$ 15,03 B"
29,31/03/2017,"R$ 95,63 B","- R$ 33,81 B","- R$ 70,73 B","- R$ 16,90 B"
30,31/12/2016,"R$ 89,71 B","- R$ 40,06 B","- R$ 66,73 B","- R$ 28,74 B"
31,30/09/2016,"R$ 91,24 B","- R$ 47,74 B","- R$ 60,43 B","- R$ 29,81 B"
32,30/06/2016,"R$ 86,34 B","- R$ 51,42 B","- R$ 60,19 B","- R$ 18,23 B"
33,31/03/2016,"R$ 87,29 B","- R$ 35,41 B","- R$ 21,64 B","R$ 43,33 B"
34,31/12/2015,"R$ 86,41 B","- R$ 42,22 B","- R$ 14,19 B","R$ 53,61 B"
35,30/09/2015,"R$ 76,11 B","- R$ 44,62 B","- R$ 9,12 B","R$ 50,25 B"
36,30/06/2015,"R$ 77,84 B","- R$ 64,17 B","- R$ 2,33 B","R$ 23,03 B"
37,31/03/2015,"R$ 69,25 B","- R$ 86,35 B","- R$ 27,65 B","- R$ 34,02 B"
38,31/12/2014,"R$ 62,24 B","- R$ 85,21 B","R$ 26,15 B","R$ 7,07 B"
39,30/09/2014,"R$ 58,04 B","- R$ 86,65 B","R$ 37,11 B","R$ 10,27 B"
40,30/06/2014,"R$ 48,85 B","- R$ 75,13 B","R$ 35,48 B","R$ 6,89 B"
