,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 407,91 M","R$ 144,31 M","R$ 44,01 M","- R$ 12,14 M","R$ 56,15 M","- R$ 8,99 M","- R$ 0,07"
1,31/03/2024,"R$ 448,87 M","R$ 145,41 M","R$ 55,46 M","- R$ 9,14 M","R$ 64,60 M","R$ 18,94 M","R$ 0,15"
2,31/12/2023,"R$ 419,05 M","R$ 118,14 M","R$ 28,04 M","- R$ 9,65 M","R$ 37,69 M","R$ 42,53 M","R$ 0,34"
3,30/09/2023,"R$ 439,32 M","R$ 164,65 M","R$ 61,26 M","- R$ 8,76 M","R$ 70,02 M","R$ 26,00 M","R$ 0,21"
4,30/06/2023,"R$ 470,29 M","R$ 172,02 M","R$ 73,30 M","- R$ 8,50 M","R$ 81,79 M","R$ 48,86 M","R$ 0,39"
5,31/03/2023,"R$ 453,23 M","R$ 176,38 M","R$ 56,09 M","- R$ 8,54 M","R$ 64,63 M","R$ 35,40 M","R$ 0,28"
6,31/12/2022,"R$ 597,89 M","R$ 234,22 M","R$ 156,18 M","- R$ 7,94 M","R$ 164,12 M","R$ 121,03 M","R$ 0,96"
7,30/09/2022,"R$ 639,97 M","R$ 293,93 M","R$ 172,99 M","- R$ 7,64 M","R$ 180,63 M","R$ 103,14 M","R$ 0,82"
8,30/06/2022,"R$ 625,59 M","R$ 297,73 M","R$ 197,97 M","- R$ 7,40 M","R$ 205,37 M","R$ 100,82 M","R$ 0,83"
9,31/03/2022,"R$ 676,57 M","R$ 334,54 M","R$ 233,72 M","- R$ 8,33 M","R$ 242,05 M","R$ 194,99 M","R$ 1,64"
10,31/12/2021,"R$ 820,32 M","R$ 396,25 M","R$ 300,43 M","- R$ 7,16 M","R$ 307,59 M","R$ 206,92 M","R$ 1,75"
11,30/09/2021,"R$ 718,00 M","R$ 370,52 M","R$ 287,50 M","- R$ 7,24 M","R$ 294,75 M","R$ 166,41 M","R$ 1,42"
