,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 25/09/2024,"9,47","0,77","2,73","6,67","0,38","R$ 6,20 B","3,67%"
1,30/06/2024,"9,44","0,76","2,72","6,65","0,38","R$ 6,18 B","3,68%"
2,31/03/2024,"10,87","0,87","3,14","8,29","0,47","R$ 3,67 B","3,23%"
3,31/12/2023,"11,78","0,86","3,10","9,49","0,46","R$ 6,79 B","1,80%"
4,30/09/2023,"11,49","0,77","2,82","9,93","0,44","R$ 3,20 B","2,00%"
5,30/06/2023,"12,44","0,86","3,19","33,61","0,48","R$ 3,53 B","1,83%"
6,31/03/2023,"42,73","0,77","2,94","14,59","0,39","R$ 5,89 B","2,08%"
7,31/12/2022,"399,20","0,74","2,97","15,67","0,38","R$ 5,42 B","1,99%"
8,30/09/2022,"220,29","0,88","3,38","17,91","0,47","R$ 6,36 B","1,71%"
9,30/06/2022,"-25,94","0,89","2,90","8,65","0,42","R$ 5,23 B","1,89%"
10,31/03/2022,"14,88","0,88","3,28","17,50","0,42","R$ 5,19 B","1,90%"
11,31/12/2021,"10,55","0,74","2,94","14,46","0,34","R$ 4,97 B","0,51%"
12,30/09/2021,"16,82","1,60","3,87","19,06","0,39","R$ 2,82 B","0,35%"
13,30/06/2021,"10,77","1,55","4,04","25,43","0,39","R$ 2,82 B","0,35%"
14,31/03/2021,"28,32","1,72","4,09","28,55","0,40","R$ 2,82 B","0,35%"
15,31/12/2020,"36,84","1,74","4,17","22,81","0,40","R$ 2,82 B","0,35%"
16,30/09/2020,"30,01","1,76","3,99","15,80","0,44","R$ 2,82 B","0,35%"
17,30/06/2020,"28,10","1,82","3,98","10,05","0,44","R$ 2,82 B","0,35%"
18,31/03/2020,"26,64","1,83","3,82","7,02","0,47","R$ 2,82 B","0,35%"
19,31/12/2019,"21,91","1,83","3,73","6,99","0,49","R$ 2,82 B","0,35%"
20,30/09/2019,"25,54","1,85","3,79","6,54","0,52","R$ 2,82 B","0,35%"
21,30/06/2019,"26,49","1,90","3,81","6,94","0,52","R$ 2,82 B","0,35%"
22,31/03/2019,"26,41","1,92","3,88","7,59","0,53","R$ 2,82 B","0,35%"
