,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 13/09/2024,"23,87","0,93","2,96","12,69","0,39","R$ 97,04 B","9,25%",149
1,30/06/2024,"21,80","0,85","2,70","11,59","0,35","R$ 88,42 B","10,13%",149
2,31/03/2024,"23,07","0,90","2,76","11,94","0,38","R$ 92,54 B","9,69%",149
3,31/12/2023,"24,74","1,00","3,03","13,66","0,42","R$ 102,85 B","7,27%",149
4,30/09/2023,"29,75","0,84","2,63","6,75","0,34","R$ 87,66 B","8,59%",149
5,30/06/2023,"55,52","0,85","2,66","7,82","0,36","R$ 84,98 B","8,65%",149
6,31/03/2023,"59,99","0,77","2,42","9,79","0,32","R$ 78,68 B","9,63%",149
7,31/12/2022,"21,41","0,70","2,28","8,39","0,29","R$ 73,93 B","10,62%",149
8,30/09/2022,"25,67","1,08","3,12","11,40","0,45","R$ 112,49 B","6,86%",149
9,30/06/2022,"19,13","1,01","2,71","11,97","0,44","R$ 103,62 B","7,32%",149
10,31/03/2022,"9,57","0,82","1,68","9,73","0,34","R$ 65,57 B","8,72%",149
11,31/12/2021,"9,73","0,72","1,46","6,67","0,29","R$ 54,99 B","6,05%",149
12,30/09/2021,"7,72","0,70","1,50","12,67","0,28","R$ 54,07 B","16,96%",149
13,30/06/2021,"7,16","0,83","1,94","9,43","0,35","R$ 62,54 B","14,45%",149
14,31/03/2021,"8,95","0,83","2,03","8,10","0,34","R$ 59,12 B","25,65%",149
15,31/12/2020,"8,42","0,73","1,84","12,71","0,30","R$ 52,34 B","22,75%",149
16,30/09/2020,"6,76","0,72","1,66","-1.409,30","0,30","R$ 53,97 B","11,78%",149
17,30/06/2020,"6,77","0,77","1,78","75,05","0,32","R$ 56,64 B","10,99%",149
18,31/03/2020,"5,04","0,68","1,71","305,91","0,27","R$ 45,26 B","0,00%",149
19,31/12/2019,"3,14","0,47","1,21","-388,73","0,19","R$ 29,50 B","13,84%",149
20,30/09/2019,"2,52","0,85","2,01","25,31","0,30","R$ 52,78 B","8,65%",149
21,30/06/2019,"3,06","0,90","2,16","3.397,10","0,31","R$ 57,74 B","8,25%",149
22,31/03/2019,"3,06","0,76","1,72","28,53","0,24","R$ 41,26 B","10,68%",149
23,31/12/2018,"3,64","0,87","1,93","20,04","0,27","R$ 45,90 B","0,00%",149
24,30/09/2018,"-12,86","0,82","0,91","8,09","0,20","R$ 32,69 B","0,00%",149
25,30/06/2018,"-38,52","0,52","0,58","6,55","0,13","R$ 21,02 B","0,00%",149
26,31/03/2018,"-9,42","0,70","0,78","7,85","0,17","R$ 26,23 B","0,00%",149
27,31/12/2017,"-19,52","0,81","0,91","14,44","0,20","R$ 30,86 B","16,43%",149
28,30/09/2017,"-7,79","0,67","0,79","30,06","0,18","R$ 28,17 B","18,05%",149
29,30/06/2017,"-6,33","0,51","0,60","34,45","0,14","R$ 19,43 B","24,17%",149
30,31/03/2017,"3,30","0,63","0,46","-24,04","0,17","R$ 24,66 B","19,69%",149
31,31/12/2016,"8,67","0,67","0,49","15,72","0,17","R$ 25,39 B","0,00%",149
32,30/09/2016,"-56,64","0,70","0,64","6,71","0,21","R$ 32,68 B","0,00%",149
33,30/06/2016,"-6,16","0,67","0,61","4,81","0,20","R$ 28,14 B","0,00%",149
34,31/03/2016,"-0,90","0,46","0,57","2,09","0,12","R$ 12,14 B","0,00%",149
35,31/12/2015,"-0,99","0,34","0,44","2,05","0,10","R$ 10,12 B","1,96%",149
36,30/09/2015,"-2,70","0,27","0,42","1,96","0,09","R$ 9,51 B","1,96%",149
37,30/06/2015,"-2,60","0,19","0,32","2,08","0,07","R$ 7,78 B","2,66%",149
38,31/03/2015,"-4,65","0,23","0,41","3,06","0,09","R$ 10,41 B","2,15%",149
39,31/12/2014,"-3,18","0,17","0,32","1,85","0,07","R$ 7,84 B","55,76%",149
40,30/09/2014,"-1,48","0,19","0,35","2,84","0,07","R$ 8,27 B","49,44%",149
41,30/06/2014,"-2,67","0,24","0,48","2,61","0,10","R$ 10,12 B","36,36%",149
42,31/03/2014,"-2,61","0,22","0,46","1,80","0,10","R$ 10,48 B","39,12%",149
43,31/12/2013,"-2,32","0,24","0,52","1,56","0,11","R$ 9,71 B","37,33%",149
44,30/09/2013,"-1,30","0,22","0,40","1,17","0,10","R$ 9,59 B","37,19%",149
45,30/06/2013,"-1,32","0,19","0,33","0,95","0,09","R$ 7,87 B","44,02%",149
46,31/03/2013,"-1,37","0,17","0,29","0,67","0,08","R$ 7,32 B","96,29%",149
47,31/12/2012,"-2,15","0,22","0,37","1,07","0,09","R$ 9,70 B","36,13%",149
48,30/09/2012,"4,25","0,22","0,47","1,75","0,10","R$ 13,79 B","30,12%",149
49,30/06/2012,"5,85","0,35","0,77","7,93","0,17","R$ 21,95 B","19,28%",149
50,31/03/2012,"6,36","0,30","0,70","8,66","0,14","R$ 18,45 B","45,49%",149
