,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 24/09/2024,"12,89","1,98","1,01","4,09","0,42","R$ 23,19 B","2,94%"
1,30/06/2024,"13,02","2,00","1,02","4,13","0,43","R$ 22,91 B","2,47%"
2,31/03/2024,"13,95","2,19","1,12","4,69","0,47","R$ 24,12 B","2,33%"
3,31/12/2023,"17,53","2,79","1,16","4,97","0,49","R$ 23,63 B","3,07%"
4,30/09/2023,"19,58","2,89","1,28","5,95","0,53","R$ 23,13 B","1,75%"
5,30/06/2023,"17,90","2,55","1,12","5,07","0,46","R$ 22,34 B","2,64%"
6,31/03/2023,"12,50","2,34","0,99","4,44","0,43","R$ 20,38 B","3,02%"
7,31/12/2022,"11,94","2,31","0,96","4,48","0,43","R$ 18,65 B","1,86%"
8,30/09/2022,"13,32","2,42","1,05","8,27","0,47","R$ 20,86 B","4,85%"
9,30/06/2022,"10,58","2,72","0,96","12,37","0,46","R$ 19,11 B","3,89%"
10,31/03/2022,"11,83","3,02","0,98","20,18","0,50","R$ 19,17 B","3,84%"
11,31/12/2021,"10,47","3,38","1,03","30,79","0,50","R$ 19,01 B","5,28%"
12,30/09/2021,"11,42","3,18","1,09","11,04","0,54","R$ 18,86 B","2,28%"
13,30/06/2021,"10,58","3,23","1,16","5,95","0,55","R$ 18,01 B","1,89%"
14,31/03/2021,"16,63","3,82","1,36","5,92","0,63","R$ 19,40 B","1,76%"
15,31/12/2020,"19,88","4,39","1,44","6,07","0,64","R$ 19,60 B","0,35%"
16,30/09/2020,"15,09","3,67","1,29","5,24","0,58","R$ 18,71 B","0,87%"
17,30/06/2020,"28,47","3,91","1,22","7,29","0,57","R$ 18,53 B","0,91%"
18,31/03/2020,"21,26","3,10","0,98","7,16","0,47","R$ 15,67 B","1,12%"
19,31/12/2019,"46,90","3,75","1,07","8,27","0,54","R$ 17,26 B","1,27%"
20,30/09/2019,"26,48","3,82","1,12","-573,62","0,55","R$ 18,16 B","1,87%"
21,30/06/2019,"24,89","4,44","1,40","-57,76","0,66","R$ 19,94 B","1,58%"
22,31/03/2019,"24,85","4,99","1,67","-46,39","0,78","R$ 18,94 B","1,39%"
23,31/12/2018,"24,59","5,24","1,79","-29,16","0,78","R$ 18,88 B","1,20%"
24,30/09/2018,"29,36","5,11","1,40","29,27","0,89","R$ 14,89 B","1,25%"
25,30/06/2018,"26,88","4,02","1,09","20,75","0,69","R$ 11,81 B","1,64%"
26,31/03/2018,"30,96","4,43","1,24","19,02","0,80","R$ 12,85 B","1,53%"
27,31/12/2017,"27,87","4,05","1,14","12,46","0,71","R$ 12,74 B","1,73%"
28,30/09/2017,"41,07","3,58","1,03","7,07","0,64","R$ 9,68 B","1,45%"
29,30/06/2017,"48,35","3,26","0,99","6,23","0,61","R$ 9,66 B","1,13%"
30,31/03/2017,"84,76","3,72","1,15","7,48","0,69","R$ 9,90 B","1,00%"
31,31/12/2016,"51,43","2,16","0,67","4,51","0,40","R$ 7,61 B","1,74%"
32,30/09/2016,"36,01","2,68","0,84","5,14","0,49","R$ 7,94 B","1,41%"
33,30/06/2016,"44,21","2,10","0,39","2,44","0,24","R$ 5,13 B","1,66%"
34,31/03/2016,"22,87","1,69","0,31","2,58","0,21","R$ 3,65 B","4,97%"
35,31/12/2015,"14,40","2,12","0,39","4,42","0,25","R$ 4,25 B","7,03%"
36,30/09/2015,"11,26","1,96","0,33","7,94","0,21","R$ 3,61 B","6,59%"
37,30/06/2015,"8,37","1,85","0,35","2,78","0,22","R$ 3,65 B","8,19%"
38,31/03/2015,"10,43","2,32","0,48","6,93","0,27","R$ 3,94 B","4,08%"
39,31/12/2014,"10,66","1,59","0,36","4,04","0,16","R$ 3,12 B","2,33%"
40,30/09/2014,"23,29","1,96","0,57","6,51","0,20","R$ 3,19 B","4,93%"
41,30/06/2014,"15,14","1,89","0,79","-10,10","0,21","R$ 3,04 B","2,93%"
42,31/03/2014,"15,91","1,75","1,06","4,60","0,45","R$ 2,74 B","5,50%"
43,31/12/2013,"15,28","1,70","1,08","4,41","0,56","R$ 2,77 B","5,59%"
44,30/09/2013,"9,17","1,65","1,00","5,23","0,57","R$ 2,63 B","6,63%"
45,30/06/2013,"11,23","1,74","1,02","4,93","0,53","R$ 3,05 B","6,49%"
46,31/03/2013,"8,37","1,46","0,86","4,70","0,47","R$ 2,58 B","6,91%"
47,31/12/2012,"9,09","1,78","0,90","3,86","0,52","R$ 2,75 B","8,29%"
48,30/09/2012,"9,72","1,75","0,87","4,03","0,50","R$ 2,59 B","4,47%"
49,30/06/2012,"11,36","1,97","1,05","3,17","0,61","R$ 2,56 B","6,13%"
50,31/03/2012,"9,71","1,71","0,94","2,78","0,54","R$ 2,35 B","4,49%"
51,31/12/2011,"11,15","1,81","0,97","20,26","0,56","R$ 2,36 B","2,60%"
52,30/09/2011,"16,14","2,10","1,09","5,23","0,63","R$ 2,48 B","3,84%"
53,30/06/2011,"14,26","1,98","1,09","7,22","0,62","R$ 2,34 B","3,96%"
54,31/03/2011,"11,14","1,74","0,93","6,69","0,52","R$ 2,04 B","4,73%"
55,31/12/2010,"10,34","1,69","0,93","3,51","0,55","R$ 2,04 B","4,86%"
56,30/09/2010,"15,95","1,94","1,24","3,76","0,64","R$ 2,17 B","4,32%"
57,30/06/2010,"11,93","1,71","1,15","3,92","0,58","R$ 2,00 B","6,01%"
58,31/03/2010,"8,80","1,74","1,11","3,52","0,57","R$ 2,03 B","6,28%"
59,31/12/2009,"8,81","2,74","1,25","3,97","0,61","R$ 2,25 B","4,00%"
60,30/09/2009,"3,53","0,52","0,27","0,93","0,14","R$ 460,16 M","3,72%"
61,30/06/2009,"27,60","3,02","1,37","3,87","0,70","R$ 2,24 B","2,36%"
62,31/03/2009,"15,23","2,84","1,14","3,04","0,57","R$ 1,90 B","2,89%"
63,31/12/2008,"13,21","2,29","0,85","2,25","0,42","R$ 1,38 B","3,96%"
64,30/09/2008,"6,21","1,89","0,84",NA,"0,44","R$ 1,35 B","10,31%"
65,30/06/2008,"4,95","2,40","1,09",NA,"0,60","R$ 1,89 B","8,19%"
66,31/03/2008,"5,88","3,00","1,26",NA,"0,70","R$ 1,99 B","7,14%"
67,31/12/2007,"6,89","3,55","1,40",NA,"0,70","R$ 2,09 B","2,80%"
68,30/09/2007,"8,15","3,65","1,42",NA,"0,83","R$ 2,23 B","2,78%"
69,30/06/2007,"17,05","4,32","1,59",NA,"0,76","R$ 2,22 B","0,00%"
70,31/03/2007,"2,43","0,49","0,18",NA,"0,08","R$ 224,21 M","0,00%"
71,31/12/2006,"46,78","4,33","3,30",NA,"1,31","R$ 3,72 B","0,00%"
72,30/09/2006,"47,84","4,40","3,37",NA,"1,40","R$ 3,72 B","0,00%"
73,30/06/2006,"15,33","1,04","0,81",NA,"0,33","R$ 859,14 M","0,00%"
74,31/03/2006,"11,14","1,06","0,85",NA,"0,34","R$ 859,14 M","0,00%"
75,31/12/2005,"13,05","1,19","0,99",NA,"0,38","R$ 948,28 M","0,00%"
76,30/09/2005,"19,32","0,97","0,84",NA,"0,30","R$ 758,24 M","0,00%"
77,30/06/2005,"11,61","0,73","0,64",NA,"0,23","R$ 568,97 M","0,00%"
78,31/03/2005,"28,28","0,76","0,67",NA,"0,23","R$ 568,97 M","0,00%"
79,31/12/2004,"31,65","0,77","0,67",NA,"0,24","R$ 568,97 M","0,00%"
