,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,010014",02/08/2024,05/08/2024,31/03/2025,10
1,Dividendo,"0,016230",21/03/2024,22/03/2024,28/03/2024,10
2,JCP,"0,056959",20/12/2023,21/12/2023,28/03/2024,10
3,JCP,"0,072074",20/12/2023,21/12/2023,28/12/2023,10
4,Dividendo,"0,024210",17/10/2023,18/10/2023,26/10/2023,10
5,Dividendo,"0,024211",26/07/2023,27/07/2023,04/08/2023,10
6,Dividendo,"0,089066",16/03/2023,17/03/2023,27/03/2023,10
7,Dividendo,"0,089046",07/12/2022,08/12/2022,15/12/2022,10
8,Dividendo,"0,031594",30/09/2022,03/10/2022,13/10/2022,10
9,JCP,"0,027761",05/04/2022,06/04/2022,27/04/2022,10
10,JCP,"0,022011",05/01/2022,06/01/2022,25/03/2022,10
11,JCP,"0,016239",05/10/2021,06/10/2021,25/03/2022,10
