,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 25/09/2024,"6,32","0,58","0,17","1,17","0,13","R$ 10,94 B","11,76%"
1,30/06/2024,NA,NA,NA,NA,NA,NA,NA
2,31/03/2024,"5,28","0,64","0,17","1,06","0,15","R$ 11,25 B","14,01%"
3,31/12/2023,"4,19","0,64","0,16","0,90","0,14","R$ 10,50 B","15,32%"
4,30/09/2023,"4,03","0,62","0,15","1,26","0,14","R$ 11,18 B","10,85%"
5,30/06/2023,"4,11","0,76","0,17","1,33","0,18","R$ 13,21 B","9,91%"
6,31/03/2023,"2,92","0,65","0,14","1,06","0,15","R$ 11,60 B","11,45%"
7,31/12/2022,"3,33","0,76","0,15","1,14","0,17","R$ 13,06 B","10,36%"
8,30/09/2022,"2,71","0,73","0,14","0,67","0,15","R$ 12,94 B","6,66%"
9,30/06/2022,"1,90","0,62","0,12","0,58","0,13","R$ 10,43 B","25,99%"
10,31/03/2022,"2,23","0,80","0,14","0,83","0,16","R$ 12,38 B","21,79%"
11,31/12/2021,"2,06","0,71","0,13","0,79","0,14","R$ 10,82 B","24,14%"
12,30/09/2021,"3,07","0,87","0,19","2,31","0,17","R$ 13,68 B","7,71%"
13,30/06/2021,"4,45","1,05","0,23","2,51","0,20","R$ 15,28 B","3,49%"
14,31/03/2021,"9,74","1,21","0,31","2,98","0,22","R$ 16,37 B","1,68%"
15,31/12/2020,"12,98","0,97","0,26","2,30","0,17","R$ 12,62 B","1,73%"
16,30/09/2020,"17,16","0,78","0,23","2,49","0,14","R$ 10,18 B","0,48%"
17,30/06/2020,"24,95","0,74","0,22","2,97","0,13","R$ 8,93 B","1,05%"
18,31/03/2020,"15,03","0,49","0,14","1,67","0,09","R$ 5,52 B","2,48%"
19,31/12/2019,"22,81","0,97","0,24","6,06","0,18","R$ 10,58 B","1,68%"
20,30/09/2019,"13,08","0,65","0,16","1,86","0,13","R$ 6,85 B","3,60%"
21,30/06/2019,"8,98","0,64","0,14","3,14","0,12","R$ 6,20 B","4,01%"
22,31/03/2019,"8,51","0,72","0,15","3,82","0,13","R$ 6,78 B","3,60%"
23,31/12/2018,"9,05","0,77","0,16","3,54","0,14","R$ 7,07 B","2,72%"
24,30/09/2018,"57,03","0,83","0,18","3,06","0,14","R$ 8,12 B","1,60%"
25,30/06/2018,"-64,65","0,74","0,16","2,85","0,12","R$ 7,41 B","0,87%"
26,31/03/2018,"-20,19","0,78","0,17","3,49","0,13","R$ 7,43 B","0,29%"
27,31/12/2017,"-33,24","0,80","0,18","3,29","0,13","R$ 7,41 B","0,29%"
28,30/09/2017,"-5,19","0,53","0,13","3,61","0,09","R$ 4,93 B","0,00%"
29,30/06/2017,"-4,60","0,50","0,13","2,51","0,08","R$ 5,04 B","0,00%"
30,31/03/2017,"-3,63","0,42","0,10","1,60","0,07","R$ 4,01 B","0,00%"
31,31/12/2016,"-3,20","0,51","0,12","1,32","0,08","R$ 5,25 B","0,00%"
32,30/09/2016,"-2,66","0,40","0,10","1,11","0,07","R$ 4,38 B","0,00%"
33,30/06/2016,"-1,14","0,29","0,07","0,46","0,05","R$ 2,82 B","0,64%"
34,31/03/2016,"-1,04","0,23","0,06","0,36","0,04","R$ 2,51 B","1,44%"
35,31/12/2015,"-0,65","0,13","0,03","0,22","0,02","R$ 1,49 B","6,67%"
36,30/09/2015,"-0,85","0,07","0,02","0,16","0,01","R$ 989,04 M","6,91%"
37,30/06/2015,"44,10","0,10","0,03","0,40","0,02","R$ 1,41 B","4,14%"
38,31/03/2015,"32,69","0,24","0,07","1,04","0,04","R$ 3,84 B","3,81%"
39,31/12/2014,"17,80","0,31","0,08","1,41","0,06","R$ 4,44 B","3,44%"
40,30/09/2014,"9,91","0,38","0,10","1,55","0,07","R$ 5,23 B","3,98%"
41,30/06/2014,"9,70","0,50","0,13","1,39","0,09","R$ 6,26 B","3,48%"
42,31/03/2014,"9,66","0,54","0,14","1,58","0,10","R$ 6,85 B","2,57%"
43,31/12/2013,"12,39","0,56","0,16","1,58","0,11","R$ 7,18 B","2,04%"
44,30/09/2013,"18,94","0,71","0,20","1,76","0,14","R$ 8,84 B","1,30%"
45,30/06/2013,"18,71","0,61","0,17","1,67","0,12","R$ 7,38 B","1,68%"
