,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 26/09/2024,"16,34","2,78","1,43","2,99","0,46","R$ 26,22 B","5,52%"
1,30/06/2024,"16,88","2,88","1,48","3,09","0,47","R$ 27,20 B","4,82%"
2,31/03/2024,"13,27","2,29","1,47","3,32","0,46","R$ 26,00 B","5,26%"
3,31/12/2023,"9,03","2,10","1,35","3,20","0,44","R$ 24,28 B","6,25%"
4,30/09/2023,"8,67","2,23","1,34","2,99","0,48","R$ 24,93 B","6,32%"
5,30/06/2023,"5,63","2,16","1,30","2,66","0,52","R$ 25,53 B","6,69%"
6,31/03/2023,"4,82","2,10","1,09","2,48","0,45","R$ 22,46 B","7,43%"
7,31/12/2022,"4,85","2,26","1,08","2,57","0,45","R$ 21,65 B","7,84%"
8,30/09/2022,"5,20","2,63","1,21","3,67","0,51","R$ 23,80 B","6,59%"
9,30/06/2022,"5,65","2,72","1,18","3,59","0,49","R$ 21,96 B","5,30%"
10,31/03/2022,"6,34","2,67","1,32","4,06","0,57","R$ 24,43 B","3,46%"
11,31/12/2021,"9,06","4,77","1,66","5,59","0,65","R$ 29,44 B","1,50%"
12,30/09/2021,"7,34","4,68","1,66","6,11","0,62","R$ 28,15 B","0,00%"
13,30/06/2021,"12,46","5,02","1,92","4,68","0,70","R$ 29,23 B","0,00%"
14,31/03/2021,"29,69","10,20","2,44","5,70","0,81","R$ 32,04 B","0,00%"
15,31/12/2020,"-12,40","8,09","2,58","5,33","0,87","R$ 32,09 B","0,08%"
16,30/09/2020,"-8,69","10,78","2,46","5,27","0,78","R$ 28,11 B","1,95%"
17,30/06/2020,"-9,01","9,05","2,35","6,93","0,68","R$ 25,41 B","2,96%"
18,31/03/2020,"-8,28","6,58","1,83","6,04","0,56","R$ 19,23 B","4,92%"
19,31/12/2019,"33,94","3,79","2,23","7,77","0,66","R$ 23,02 B","4,06%"
20,30/09/2019,"17,00","2,70","1,55","6,29","0,43","R$ 17,35 B","6,39%"
21,30/06/2019,"18,75","2,63","1,50","6,80","0,46","R$ 17,79 B","5,31%"
22,31/03/2019,"-88,34","2,73","1,61","6,13","0,55","R$ 19,45 B","5,81%"
23,31/12/2018,"132,24","2,89","1,81","6,52","0,61","R$ 23,81 B","5,20%"
24,30/09/2018,"-21,06","2,83","1,79","6,93","0,58","R$ 22,50 B","4,06%"
25,30/06/2018,"-34,18","2,93","2,00","8,49","0,62","R$ 25,20 B","3,64%"
26,31/03/2018,"329,73","2,51","2,08","10,64","0,63","R$ 26,25 B","3,11%"
27,31/12/2017,"28,96","2,13","1,84","8,60","0,50","R$ 18,50 B","3,44%"
28,30/09/2017,"22,56","2,18","2,03","9,13","0,54","R$ 20,12 B","3,00%"
29,30/06/2017,"37,37","1,91","1,75","6,56","0,46","R$ 17,27 B","3,51%"
30,31/03/2017,"6,71","1,76","1,80","8,24","0,45","R$ 16,61 B","3,89%"
31,31/12/2016,"5,28","1,85","1,85","10,90","0,45","R$ 16,44 B","3,53%"
32,30/09/2016,"4,73","1,87","2,03","10,41","0,48","R$ 17,40 B","3,29%"
33,30/06/2016,"8,18","1,68","2,01","9,61","0,44","R$ 18,42 B","4,14%"
34,31/03/2016,"25,87","2,26","2,43","9,59","0,53","R$ 18,97 B","2,88%"
35,31/12/2015,"-12,73","2,98","2,80","9,17","0,61","R$ 22,66 B","3,23%"
36,30/09/2015,"-10,80","4,11","3,84","11,80","0,82","R$ 22,68 B","1,83%"
37,30/06/2015,"-35,30","3,00","3,77","11,64","0,84","R$ 20,31 B","1,82%"
38,31/03/2015,"-27,97","2,72","3,39","9,13","0,76","R$ 17,34 B","2,10%"
39,31/12/2014,"19,36","2,00","2,89","9,09","0,67","R$ 14,44 B","2,42%"
40,30/09/2014,"12,27","1,48","2,21","8,11","0,52","R$ 10,98 B","3,19%"
41,30/06/2014,"9,87","1,42","2,20","10,18","0,53","R$ 10,69 B","3,23%"
42,31/03/2014,"15,43","1,50","2,27","11,17","0,60","R$ 11,11 B","3,17%"
43,31/12/2013,"38,66","2,08","2,44","10,86","0,75","R$ 10,88 B","2,87%"
44,30/09/2013,"26,07","1,98","2,44","9,66","0,76","R$ 10,32 B","2,87%"
45,30/06/2013,"18,30","1,86","2,32","9,45","0,70","R$ 10,11 B","1,61%"
46,31/03/2013,"25,12","2,21","2,92","11,42","0,88","R$ 12,58 B","2,33%"
47,31/12/2012,"16,15","2,24","2,92","13,00","0,86","R$ 12,95 B","2,42%"
48,30/09/2012,"14,59","1,98","2,60","13,04","0,74","R$ 10,33 B","2,01%"
49,30/06/2012,"54,05","1,66","2,09","10,16","0,59","R$ 8,05 B","3,27%"
50,31/03/2012,"16,74","1,55","2,15","13,44","0,62","R$ 8,05 B","2,76%"
51,31/12/2011,"43,19","1,59","2,03","10,83","0,62","R$ 7,72 B","2,80%"
52,30/09/2011,"20,32","1,20","1,52","7,91","0,46","R$ 5,70 B","3,80%"
53,30/06/2011,"6,24","0,92","1,23","6,27","0,38","R$ 4,98 B","5,00%"
